textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine_sim
47f11efc72,this creepy guy when I was walking the dog  I`ve had my fill of creepers for the day,neutral,<sentiment: neutral>this creepy guy when I was walking the dog  I, wasn`t scared at all.  {link},<sentiment: neutral>this creepy guy when I was walking the dog  I wasn`t scared at all.  {link},ve had my fill of creepers for the day,0.27942967414855957
d7b1ac80c4,Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol,positive,<sentiment: positive>Good morning!  Just took the longest shower ive ever taken in my, life.  I feel like a new person.  Good morning twitter world,<sentiment: positive>Good morning!  Just took the longest shower ive ever taken in my life.  I feel like a new person.  Good morning twitter world,life. Like 45 to 50 min shower!! Woah. lol,0.4655371904373169
583bae2083,I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...,neutral,<sentiment: neutral>I get to drive my dad to the airport so he can fly, to the Philippines.  I`m going to miss him.,<sentiment: neutral>I get to drive my dad to the airport so he can fly to the Philippines.  I`m going to miss him.,to Vegas for the WSOP... I wanna go to Vegas...,0.24343502521514893
f003be5308,Franco made breakfast for Mom. Here he`s trying to cut the strawberries (only safe knife  #fb {link},neutral,<sentiment: neutral>Franco made breakfast for Mom. Here he`s trying to, get her to eat some of the fruit salad he made for her,<sentiment: neutral>Franco made breakfast for Mom. Here he`s trying to get her to eat some of the fruit salad he made for her,cut the strawberries (only safe knife  #fb {link},0.2966983914375305
49ce2570e5,"{link} better in person had to send u this, I feel like mouse from 'The American Tail' . Over in RI!",neutral,"<sentiment: neutral>{link} better in person had to send u this, I"," was there 2, but I was in the nose bleed section","<sentiment: neutral>{link} better in person had to send u this, I was there 2, but I was in the nose bleed section",feel like mouse from 'The American Tail' . Over in RI!,0.00697336345911026
0693a85163,"Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?",negative,"<sentiment: negative>Allergies  sun is out, wearing shorts.  Stuck with my advisory", class in the library.  I`m missing the sun.  {link},"<sentiment: negative>Allergies  sun is out, wearing shorts.  Stuck with my advisory class in the library.  I`m missing the sun.  {link}",the whole day.... This should be boring. Except fun. If people make it fun?,0.2607366442680359
4b273cd32a,Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff',neutral,<sentiment: neutral>Thank you! You should know that I am both happy and sad (all at, the same time) about the fact that you`re leaving us.  x,<sentiment: neutral>Thank you! You should know that I am both happy and sad (all at the same time) about the fact that you`re leaving us.  x,the same time) to know that. You`ve got 'The Right Stuff',0.19336235523223877
22003c0e96,"_merchant I agree, but teenage daughter will be spending my money on the movie of their concert this week.",neutral,"<sentiment: neutral>_merchant I agree, but teenage daughter will be spending", the night with friends so I`m off to bed,"<sentiment: neutral>_merchant I agree, but teenage daughter will be spending the night with friends so I`m off to bed",my money on the movie of their concert this week.,0.12345512211322784
0fe049b7ea,Someone out there will soon  be the lucky recipient of my 5000th Tweet. Oh wait. ****. THIS was it!,neutral,<sentiment: neutral>Someone out there will soon  be the lucky recipient of my , first ever #FollowFriday recommendation.  It won`t be me.,<sentiment: neutral>Someone out there will soon  be the lucky recipient of my  first ever #FollowFriday recommendation.  It won`t be me.,000th Tweet. Oh wait. ****. THIS was it!,0.19024479389190674
3d1184dabd,Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!,positive,<sentiment: positive>Good  morning! Just went to bed it feels and already morning...goes, to show how much sleep I need  I`m so tired! Good morning,<sentiment: positive>Good  morning! Just went to bed it feels and already morning...goes to show how much sleep I need  I`m so tired! Good morning,fast! Now i am going to the gym soon. Have a nice day!,0.4633209705352783
c2392d49e0,one of our governors is one of the directors of the company,neutral,<sentiment: neutral>one of our governors is one, of the 40 under 40,<sentiment: neutral>one of our governors is one of the 40 under 40,of the directors of the company,-0.011766022071242332
9b3fcf1668,Jesus Christ meadowhall could do with better air con! Too hot,negative,<sentiment: negative>Jesus Christ meadowhall could do, with a bit of air con!,<sentiment: negative>Jesus Christ meadowhall could do with a bit of air con!,with better air con! Too hot,0.13335825502872467
d7746b6b68,Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she`s getting it we can be backing dancers by next tour,neutral,<sentiment: neutral>Is listening to P!nk tunage and trying to teach my cat to dance, to 'So What'... I think she`s a bit of a diva,<sentiment: neutral>Is listening to P!nk tunage and trying to teach my cat to dance to 'So What'... I think she`s a bit of a diva,to it... I think she`s getting it we can be backing dancers by next tour,0.2761707901954651
86c20cf6ee,I sure she can,positive,<sentiment: positive>I, love you too,<sentiment: positive>I love you too,sure she can,0.13664127886295319
393b22b6c0,"Getting ready for work and the sun is shining, plus it`s the w/e! Bgt tonight..... what am I gonna do after it`s finished?!",neutral,"<sentiment: neutral>Getting ready for work and the sun is shining, plus it`s the w",if of my life  but I`m still not looking forward to work,"<sentiment: neutral>Getting ready for work and the sun is shining, plus it`s the wif of my life  but I`m still not looking forward to work",e! Bgt tonight..... what am I gonna do after it`s finished?!,0.3037877678871155
3c03dc0dd0,"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist",neutral,<sentiment: neutral>this aztec mask is harder then i thought! but u kno, what? i`m determined to get it done!  {link},<sentiment: neutral>this aztec mask is harder then i thought! but u kno what? i`m determined to get it done!  {link},"what, i think i did a pretty good job for not being an artist",0.16997197270393372
25e2db9995,"Listenin to some old school new found glory. Hedro, gimi a high school band i can down load. Besides home grown....",neutral,"<sentiment: neutral>Listenin to some old school new found glory. Hedro, g","regory thompson, and the new found glory.  {link}","<sentiment: neutral>Listenin to some old school new found glory. Hedro, gregory thompson, and the new found glory.  {link}",mi a high school band i can down load. Besides home grown....,0.24672922492027283
d17a3a37e1,"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and  just wants you to follow him. lol He dosent get to pay bills",neutral,"<sentiment: neutral>Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5",":15, and I pay em @ 8:15.  #fb {link}","<sentiment: neutral>Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15, and I pay em @ 8:15.  #fb {link}",15 and  just wants you to follow him. lol He dosent get to pay bills,0.44390004873275757
58f1b52257,i want to gooo,positive,<sentiment: positive>i want, to go home,<sentiment: positive>i want to go home,to gooo,0.15990297496318817
32489d483d,evryone come here {link} were spamming so much and blogtv is glitching and it might work,negative,<sentiment: negative>evryone come here {link} were spamming, it 2 get it 2 number 1 plz,<sentiment: negative>evryone come here {link} were spamming it 2 get it 2 number 1 plz,so much and blogtv is glitching and it might work,0.08993810415267944
00d907ce33,Ready for tomorrow. My mommy will get her gift for Mother`s Day. Hope she LOVES it!,positive,<sentiment: positive>Ready for tomorrow. My mommy will get her gift, tomorrow. I hope she likes it.,<sentiment: positive>Ready for tomorrow. My mommy will get her gift tomorrow. I hope she likes it.,for Mother`s Day. Hope she LOVES it!,0.45715105533599854
a7f2db128a,Ugh fun concert  screen cracked on phone again because it fell... =\,negative,<sentiment: negative>Ugh fun concert  screen cracked on, my phone.  {link},<sentiment: negative>Ugh fun concert  screen cracked on my phone.  {link},phone again because it fell... =\,0.25212353467941284
d39e6da95c,if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP,neutral,<sentiment: neutral>if you take backstreet boya and put them in silk mc hammer pants," and a fro, they would be the 80s version of the Jonas brothers","<sentiment: neutral>if you take backstreet boya and put them in silk mc hammer pants and a fro, they would be the 80s version of the Jonas brothers",with sgt peppers/beatles coats and lame music then you have SMAP,0.20951993763446808
09fea0f3a7,"So happy, my VStudio shortcuts are backkk",positive,"<sentiment: positive>So happy, my V",OTE is finally here!,"<sentiment: positive>So happy, my VOTE is finally here!",tudio shortcuts are backkk,0.10937774181365967
31eb8ebd2a,can`t wait to hear the evp! And cuuuute picture.,positive,<sentiment: positive>can`t wait to hear the ev,anescu song  <3,<sentiment: positive>can`t wait to hear the evanescu song  <3,! And cuuuute picture.,0.21248449385166168
4dda8fd71a,Headed to verizon. Praying that pinkberry is going to make it.,positive,<sentiment: positive>Headed to verizon. Praying, that they can fix my phone today.,<sentiment: positive>Headed to verizon. Praying that they can fix my phone today.,that pinkberry is going to make it.,0.34081247448921204
e4d6a48aa7,Awaiting reply from two projects. One cancelled.,negative,<sentiment: negative>Awaiting reply from two, guys who said they would,<sentiment: negative>Awaiting reply from two guys who said they would,projects. One cancelled.,0.07893936336040497
14acfa72dc,Have You Watched You Belong With Me?   By My Lovely Sister ) Kiddin.,positive,<sentiment: positive>Have You Watched You Belong With Me, by Taylor Swift? Its a good song!,<sentiment: positive>Have You Watched You Belong With Me by Taylor Swift? Its a good song!,   By My Lovely Sister ) Kiddin.,0.24834761023521423
c6d6fbb9a6,Hello again  How`d ur saturday go?,neutral,<sentiment: neutral>Hello again  How`,re you doing today?,<sentiment: neutral>Hello again  How`re you doing today?, ur saturday go?,0.30637094378471375
797f9cddc0,why aren`t you showing up as a #spymaster in my screen?,neutral,<sentiment: neutral>why aren`t you showing up as a, friend on my twitter?  #fixthis,<sentiment: neutral>why aren`t you showing up as a friend on my twitter?  #fixthis,#spymaster in my screen?,0.206430122256279
4c5672e236,"Well, Sacramento, I hope you appreciate Rivkah Sass & treat her well. I`ll be sitting here in Omaha, pouting",positive,"<sentiment: positive>Well, Sacramento, I hope you appreciate Rivkah Sass & treat", her with the respect she deserves. She`s a true Twitter celebrity!,"<sentiment: positive>Well, Sacramento, I hope you appreciate Rivkah Sass & treat her with the respect she deserves. She`s a true Twitter celebrity!","her well. I`ll be sitting here in Omaha, pouting",0.20603325963020325
d35f126ad0,Leaving the beach .. Having a great day with vicente .. We needed this time together,positive,<sentiment: positive>Leaving the beach.. Having a great day, with my mom and my best friend!,<sentiment: positive>Leaving the beach.. Having a great day with my mom and my best friend!, with vicente .. We needed this time together,0.21250136196613312
efdff6dde7,"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot",negative,<sentiment: negative>Got caught in the rain. Sand Monsoon all the, way home.  I`m soaked. Bum.,<sentiment: negative>Got caught in the rain. Sand Monsoon all the way home.  I`m soaked. Bum.,"way home, even though i looked like a complete idiot",0.39243632555007935
4dd3339756,just left & already misses Nashville  be back sunday,negative,<sentiment: negative>just left & already misses, my bby  ****,<sentiment: negative>just left & already misses my bby  ****,Nashville  be back sunday,0.15061473846435547
dd3cd66574,Going to bed after the CAVS game  Don`t judge me LOL,neutral,<sentiment: neutral>Going to bed after the CAV,S game.  Goodnight everyone!,<sentiment: neutral>Going to bed after the CAVS game.  Goodnight everyone!, game  Don`t judge me LOL,0.3901837468147278
e83b4e9bf0,"you`re a busy Bob, I`m jealous. I`m not sure I can even afford to go meet John de Lancie and Leonard Nimoy",negative,"<sentiment: negative>you`re a busy Bob, I`m jealous. I`m not", getting much done today.  I`m going to go watch some TV.,"<sentiment: negative>you`re a busy Bob, I`m jealous. I`m not getting much done today.  I`m going to go watch some TV.",sure I can even afford to go meet John de Lancie and Leonard Nimoy,0.2442581206560135
7a27c3a84d,I am living in a country where the government is ALWAYS a circus show ... sad but true...,negative,<sentiment: negative>I am living in a country where the government, is trying to kill me.  {link},<sentiment: negative>I am living in a country where the government is trying to kill me.  {link},is ALWAYS a circus show ... sad but true...,0.1304355263710022
19de569235,went twitter crazy! last nigh :p well thats what happens when u got nothin ta do at 2 o`clock in da mornin,neutral,<sentiment: neutral>went twitter crazy! last nigh :p well thats what happens when u, have a bottle of wine 2 urself!  happy mothers day mummy,<sentiment: neutral>went twitter crazy! last nigh :p well thats what happens when u have a bottle of wine 2 urself!  happy mothers day mummy,got nothin ta do at 2 o`clock in da mornin,0.13670563697814941
3690fcb40e,"{link} - Tell me, how can you not love someone like this?",neutral,"<sentiment: neutral>{link} - Tell me, how", do you do it?  #followfriday,"<sentiment: neutral>{link} - Tell me, how do you do it?  #followfriday",can you not love someone like this?,0.0478951670229435
bad6311330,yep  but I`m going better now,positive,<sentiment: positive>yep  but I, love the new look!,<sentiment: positive>yep  but I love the new look!,m going better now,0.0877896398305893
75499e3bd1,Fun is being had.,positive,<sentiment: positive>Fun is, had by all,<sentiment: positive>Fun is had by all,being had.,0.06641845405101776
27d6472b81,$#@! My nose stud fell out and I can`t find it  Looks like I`ll have to head into Amsterdam today and get a new one,negative,<sentiment: negative>$#@! My nose stud fell out and I can`t find it , anywhere.  I`m going to be late for work.,<sentiment: negative>$#@! My nose stud fell out and I can`t find it  anywhere.  I`m going to be late for work.,Looks like I`ll have to head into Amsterdam today and get a new one,0.08597543090581894
80995dff29,_by_spork we shall see,neutral,<sentiment: neutral>_by_spork, haha i know,<sentiment: neutral>_by_spork haha i know,we shall see,0.1370786428451538
12bb670169,Good morning tweeps. Busy this a.m. but not in a working way,positive,<sentiment: positive>Good morning tweeps. Busy this a, week. Hope everyone has a great week,<sentiment: positive>Good morning tweeps. Busy this a week. Hope everyone has a great week,m. but not in a working way,0.2447495311498642
70b4033f03,"lmao, im only joking mate",neutral,"<sentiment: neutral>lmao,", you`re welcome,"<sentiment: neutral>lmao, you`re welcome",im only joking mate,0.12207858264446259
8df42cd45a,FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,positive,<sentiment: positive>FOLLOW ME BABY U SAID N DA, DM`s  I LOVE YOU 2!,<sentiment: positive>FOLLOW ME BABY U SAID N DA DM`s  I LOVE YOU 2!,CHAT U WILL  LUV YA GOODNITE,0.2652350962162018
82bc030c0d,"been busy at work, now must run before traffic is too bad.",neutral,"<sentiment: neutral>been busy at work, now must"," go to bed, goodnight twitter world","<sentiment: neutral>been busy at work, now must go to bed, goodnight twitter world",run before traffic is too bad.,0.25697386264801025
9d6473d14d,got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.,positive,<sentiment: positive>got a rad new t-shirt from my aunt, and uncle.  {link} {link},<sentiment: positive>got a rad new t-shirt from my aunt and uncle.  {link} {link}, Made from some cool shiny shiny pink material.,0.17269521951675415
146257b271,it was an awesome talk  find it very true that i am watching the ruby community closely,positive,<sentiment: positive>it was an awesome talk  find it very, inspiring.  #canucks #canucksfan,<sentiment: positive>it was an awesome talk  find it very inspiring.  #canucks #canucksfan,true that i am watching the ruby community closely,0.19876976311206818
2fbae49319,#f1 in a few hours guess who is sleepin in the living room,neutral,<sentiment: neutral>#f1 in a few hours guess, who will win the spanish GP?,<sentiment: neutral>#f1 in a few hours guess who will win the spanish GP?,who is sleepin in the living room,0.2815265655517578
b56108fc36,hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,positive,<sentiment: positive>hahaha niene ur soo smart.! lmao i think that is who its by, but i dont know how to get it on my ipod.  i love you.,<sentiment: positive>hahaha niene ur soo smart.! lmao i think that is who its by but i dont know how to get it on my ipod.  i love you.,.  good lookin.. whts up gurlie?? i come home this weekend.!,0.12290454655885696
ed54440a2e,{link} - this is what happens when i have no models,neutral,<sentiment: neutral>{link} - this is, what i look like right now,<sentiment: neutral>{link} - this is what i look like right now,what happens when i have no models,0.0746581181883812
c135b2cef2,"I hereby announce that I am... employed! Couldn`t be happier, Alhamdulillah!",positive,<sentiment: positive>I hereby announce that I am... employed! Couldn,`t be more excited if I tried. Yay!,<sentiment: positive>I hereby announce that I am... employed! Couldn`t be more excited if I tried. Yay!,"t be happier, Alhamdulillah!",0.2889903485774994
48c3502151,"i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..",negative,"<sentiment: negative>i juz registered my cp in twitter, but my tweets wont go thru?", hmm... i dont know what to do.  help me! please!,"<sentiment: negative>i juz registered my cp in twitter, but my tweets wont go thru? hmm... i dont know what to do.  help me! please!",Argh..Hmm wanna follow my idols lyk  away from the PC..,0.1602710783481598
3ea60172a0,Paid all my bills only to go out to the mailbox to find more of them,neutral,<sentiment: neutral>Paid all my bills only to go out, and buy a new dress for tonight.,<sentiment: neutral>Paid all my bills only to go out and buy a new dress for tonight.,to the mailbox to find more of them,0.25920549035072327
96e1deb162,"I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy",neutral,"<sentiment: neutral>I could, but that would require today not to be a duvet", day.  I`m not leaving my house until I have to.,"<sentiment: neutral>I could, but that would require today not to be a duvet day.  I`m not leaving my house until I have to.",day. I imagine that my outfit for the Wendyhouse will be photo worthy,0.23256568610668182
819626535b,"Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",positive,"<sentiment: positive>Glad to hear you made it out, I hear that place", is a nightmare to get out of.  Welcome back!,"<sentiment: positive>Glad to hear you made it out, I hear that place is a nightmare to get out of.  Welcome back!",used to be it`s own country  Looking forward to your arrival!,0.19705474376678467
fec3cae0c2,"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",neutral,"<sentiment: neutral>found a swing set for sale 2 blocks from home, super cheap.", but it`s a 2 story one. 2 big for our yard.,"<sentiment: neutral>found a swing set for sale 2 blocks from home, super cheap. but it`s a 2 story one. 2 big for our yard.",I want it 4 my kids but no one is answering the phone # listed,0.2114020586013794
89d9167173,So many farewell parties! sad to see people leaving ..,negative,<sentiment: negative>So many farewell parties!, It`s so sad!,<sentiment: negative>So many farewell parties! It`s so sad!,sad to see people leaving ..,0.32197779417037964
dd911923ea,- Still a pity it comes with no lamb though,negative,<sentiment: negative>- Still a pity it, isn`t in the UK,<sentiment: negative>- Still a pity it isn`t in the UK,comes with no lamb though,0.11101985722780228
4f8c391159,I`ve got cups but you gotta come get them,neutral,<sentiment: neutral>I`ve got cups, to wash and a dog to walk,<sentiment: neutral>I`ve got cups to wash and a dog to walk,but you gotta come get them,0.13316136598587036
403847cf44,"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",positive,"<sentiment: positive>TAKE THAT, TAKE THAT!!!! IN", THE FACE!!!!  {link},"<sentiment: positive>TAKE THAT, TAKE THAT!!!! IN THE FACE!!!!  {link}",YOUR FACES!!!!!!!!!!!!  Robbie won!,0.1548636108636856
dad1d09bfb,no other reason? I wonder if she loves you,positive,<sentiment: positive>no other reason? I, hope you have a great day,<sentiment: positive>no other reason? I hope you have a great day,wonder if she loves you,0.11465055495500565
4a9ef1f9d8,"Wow, I really hope it gets better. Asthma sucks",neutral,"<sentiment: neutral>Wow, I really hope it", isn`t a girl.,"<sentiment: neutral>Wow, I really hope it isn`t a girl.",gets better. Asthma sucks,0.05576024204492569
5a42a51462,feels ..my cousin is a monkey  {link},negative,<sentiment: negative>feels..my cousin is, leaving for the army today,<sentiment: negative>feels..my cousin is leaving for the army today, a monkey  {link},0.12084107100963593
c5a584d398,"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow",neutral,"<sentiment: neutral>charlie and the chocolate factory, in the mood for some johnny depp,", and i`m not even hungry.  i`m a weirdo.,"<sentiment: neutral>charlie and the chocolate factory, in the mood for some johnny depp, and i`m not even hungry.  i`m a weirdo.",then bed. Preparing for a 14 1/2 hour wok day tomorrow,0.19167426228523254
fee936fdc3,wasn`t the 'layers' just absolute positioned divs? Web compability killer,neutral,<sentiment: neutral>wasn`t the 'layers' just, a bit of a code word for 'cheesecake'?,<sentiment: neutral>wasn`t the 'layers' just a bit of a code word for 'cheesecake'?,absolute positioned divs? Web compability killer,0.16464588046073914
2813c4cf7e,Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.,negative,<sentiment: negative>Don`t you hate it when you`re left with, nothing to do on a Friday night?  #bored,<sentiment: negative>Don`t you hate it when you`re left with nothing to do on a Friday night?  #bored,one slice of bread left in the bag? Half sandwich.,0.09488925337791443
2246ed3d84,Loves random acts of kindness and laughter,positive,<sentiment: positive>Loves random acts, of kindness  {link},<sentiment: positive>Loves random acts of kindness  {link},of kindness and laughter,0.38495567440986633
1b1243d0b5,"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",positive,"<sentiment: positive>Gha, off to work - hopefully traffic", isn`t too bad. Have a good day,"<sentiment: positive>Gha, off to work - hopefully traffic isn`t too bad. Have a good day",has cleared up by the time I get there!!,0.25872787833213806
09042bf466,Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!,positive,<sentiment: positive>Just watched another episode of JONAS. Is, it just me or is it getting better and better?,<sentiment: positive>Just watched another episode of JONAS. Is it just me or is it getting better and better?,it better than Hannah Montana? Very much true!,0.2634027600288391
40e3087f9c,Going to meet the new family I`m babysitting for... Wish I was still sleeeeping,positive,<sentiment: positive>Going to meet the new family I`m babys,itting tomorrow.  I`m so excited!,<sentiment: positive>Going to meet the new family I`m babysitting tomorrow.  I`m so excited!,tting for... Wish I was still sleeeeping,0.1806735098361969
ad94e8b662,Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...,negative,<sentiment: negative>Hi Heather. I dont know why... but I just saw, your name and I felt compelled to say hello.  lol,<sentiment: negative>Hi Heather. I dont know why... but I just saw your name and I felt compelled to say hello.  lol,your messages from April!! Have not been very twitter friendly...,0.3744032382965088
fc0b053a31,I can`t belive you only have one episode to go  ****,neutral,<sentiment: neutral>I can`t belive you only, have 1 week left of school,<sentiment: neutral>I can`t belive you only have 1 week left of school,have one episode to go  ****,0.055161453783512115
9f2a0b0b2f,you can also watch Family Guy online. {link}  And yes I am a total shill.,neutral,<sentiment: neutral>you can also watch Family Guy online. {link,} but you have to sign up first.  x,<sentiment: neutral>you can also watch Family Guy online. {link} but you have to sign up first.  x,  And yes I am a total shill.,0.11982884258031845
7516f86838,I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -,negative,<sentiment: negative>I know right  Poorpoor girl! It shows why they, shouldn`t have let her on the show in the first place,<sentiment: negative>I know right  Poorpoor girl! It shows why they shouldn`t have let her on the show in the first place,shouldn`t put young people in competitions like this though (.....) -,0.22350934147834778
9aa7d6a58a,"wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?",positive,<sentiment: positive>wowie wooie someone updated their twitter without me having to remind you. I," love you  I`m going to bed now, goodnight  ****","<sentiment: positive>wowie wooie someone updated their twitter without me having to remind you. I love you  I`m going to bed now, goodnight  ****","m not even mad,I`m impressed.  how was the lasagna ?",0.15478886663913727
083e4f782b,Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now,positive,<sentiment: positive>Today is another good day for some less extreme experiences... Anyone a, good cook? I`m looking for some new recipes to try,<sentiment: positive>Today is another good day for some less extreme experiences... Anyone a good cook? I`m looking for some new recipes to try,fan of #24? I`m watching season 4 now,0.07780902087688446
ba5e02305b,"i was going tonight, but you never wrote me back with the info  im sososo sad...",negative,"<sentiment: negative>i was going tonight, but you never wrote me", back  i`m sad now.  ****.,"<sentiment: negative>i was going tonight, but you never wrote me back  i`m sad now.  ****.",back with the info  im sososo sad...,0.27648043632507324
9f4bb12e13,still not 100%    im sick of being sick!,negative,<sentiment: negative>still not 100%   , but I`m getting there,<sentiment: negative>still not 100%    but I`m getting there,im sick of being sick!,0.10372622311115265
7a01848c2e,_collins I`m not sure I understand how this twitter thing works...,neutral,<sentiment: neutral>_collins I`m not sure, if I`ll be able to,<sentiment: neutral>_collins I`m not sure if I`ll be able to,I understand how this twitter thing works...,0.11346517503261566
ae285917c7,wat a stressful week i jus hope everything falls into place 4me,negative,<sentiment: negative>wat a stressful week i jus hope, it gets better 2morrow!,<sentiment: negative>wat a stressful week i jus hope it gets better 2morrow!,everything falls into place 4me,0.3861865699291229
5575fdaf3c,with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,negative,<sentiment: negative>with hubby at the dentist ready to hold his hand, through a root canal.  I feel so bad.,<sentiment: negative>with hubby at the dentist ready to hold his hand through a root canal.  I feel so bad., and getting nervy about potentially buying a car tomorrow,0.34554001688957214
af3fbd5681,Aww I got to see my 1st grade teacher`s last day before she retired,positive,<sentiment: positive>Aww I got to see my 1, of 2 best friends today!  yay!,<sentiment: positive>Aww I got to see my 1 of 2 best friends today!  yay!,t grade teacher`s last day before she retired,0.3103736639022827
db7211afbf,"For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.",negative,<sentiment: negative>For sure you should continue to Tweet WHILE on, vacation.  I miss you already!,<sentiment: negative>For sure you should continue to Tweet WHILE on vacation.  I miss you already!,"conf call, WHILE worrying about cat and bee.",0.08074969053268433
23602f214f,"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",negative,<sentiment: negative>LOL! Made a huge mess of my school, work.  I`m so sorry.,<sentiment: negative>LOL! Made a huge mess of my school work.  I`m so sorry.,"shirt, was using charcoal sticks in 2D art",0.17678937315940857
c3459bc0bb,when will she b finished,neutral,<sentiment: neutral>when will, you be back?,<sentiment: neutral>when will you be back?,she b finished,0.0897679552435875
f02eed05d0,BGT made me cry tonight,negative,<sentiment: negative>BGT made, me cry last night,<sentiment: negative>BGT made me cry last night,me cry tonight,0.1460247039794922
567ef8c2ed,im cool  cant wait to hear these stories xoxo,positive,<sentiment: positive>im cool  cant wait to, see you guys in a couple weeks,<sentiment: positive>im cool  cant wait to see you guys in a couple weeks,hear these stories xoxo,0.23927485942840576
d50a4dc3bf,Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?,neutral,<sentiment: neutral>Bird poo update... Managed to clean it all off, the car except for a small stain on the bonnet.,<sentiment: neutral>Bird poo update... Managed to clean it all off the car except for a small stain on the bonnet.,but some slight stainage remains  any tips?,0.12823942303657532
d6bd94911e,Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,positive,<sentiment: positive>Also I was conviced to do a happy dance, in the middle of the store.  {link},<sentiment: positive>Also I was conviced to do a happy dance in the middle of the store.  {link},and then told it was the most adorable happy dance ever,0.030454814434051514
23bf2d69d2,I day til NYC!!!! and the journey soon begins!!! Music baby,neutral,<sentiment: neutral>I day til NYC!!!! and, only 2 days til graduation,<sentiment: neutral>I day til NYC!!!! and only 2 days til graduation,the journey soon begins!!! Music baby,0.19974040985107422
a6623df1a6,i feel in love with pizza girl... now i eat pizza everyday,positive,<sentiment: positive>i feel in love with pizza, and i am not ashamed.,<sentiment: positive>i feel in love with pizza and i am not ashamed.,girl... now i eat pizza everyday,0.10125748813152313
34409c9b8a,11 30s way early! anyway nigth night  love you!,positive,<sentiment: positive>11 30s way early!, Happy Mother`s Day to all the moms!,<sentiment: positive>11 30s way early! Happy Mother`s Day to all the moms!,anyway nigth night  love you!,0.3254839777946472
