textID,original,sentiment,prefix,completion,combined,orig_without_prefix
820f19ca44,"  Missed all your tweets again Joe, **** that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  ****",neutral,"<sentiment: neutral>Missed all your tweets again Joe, **** that time difference!!! (UK", time)  Hope you`re having a great time in the States!,"<sentiment: neutral>Missed all your tweets again Joe, **** that time difference!!! (UK time)  Hope you`re having a great time in the States!",K) Dont 4get about your fave supporters in the UK!!!  ****
683bb73c09, --that came to my mind. So I said it. And it has now been adapted into my family`s vocabulary,neutral,<sentiment: neutral>--that came to my mind. So I said it, to him. He said he was going to the bathroom.,<sentiment: neutral>--that came to my mind. So I said it to him. He said he was going to the bathroom.,. And it has now been adapted into my family`s vocabulary
0d14593b11,looking forward to body works today,neutral,<sentiment: neutral>looking forward to, seeing you tomorrow!,<sentiment: neutral>looking forward to seeing you tomorrow!,body works today
9ac13b3739,just watched yes man. bahaha. that movie is messed up,negative,<sentiment: negative>just watched yes man. bah, humor. i miss my friends,<sentiment: negative>just watched yes man. bah humor. i miss my friends,ha. that movie is messed up
16ee71e6df, Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years,negative,<sentiment: negative>Sadly I think I know exactly were you put it--in the," same place I put mine.  I`m sorry, hun.","<sentiment: negative>Sadly I think I know exactly were you put it--in the same place I put mine.  I`m sorry, hun.", expired drawer   Those things have a life span of less than two years
f5d47f04f5," Too much? No, not unless one of the pillows ends up suffocating the one sleeping next to you.",negative,"<sentiment: negative>Too much? No, not unless one of the pillows", is a pillowcase.  I`m sorry.,"<sentiment: negative>Too much? No, not unless one of the pillows is a pillowcase.  I`m sorry.", ends up suffocating the one sleeping next to you.
e131c496a2,Meeting my best friend first thing in the morning to the gym! Omg I am still so shocked. I hope you will get better soon,neutral,<sentiment: neutral>Meeting my best friend first thing in the morning to the gym! O,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,<sentiment: neutral>Meeting my best friend first thing in the morning to the gym! OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,g I am still so shocked. I hope you will get better soon
bc6d7b4364,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,negative,<sentiment: negative>Wow that was fast...next up S,BS 3D...I miss you guys,<sentiment: negative>Wow that was fast...next up SBS 3D...I miss you guys,derling or Ferrer. Gilles Simon lost
c87be630b5, Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me,neutral,<sentiment: neutral>Yup theory is GREAT but the reality is beyond imagination... , and I`m not sure if I can make it...,<sentiment: neutral>Yup theory is GREAT but the reality is beyond imagination...  and I`m not sure if I can make it..., I also made the same planning not knowing VS will FAIL on me
e4ad1684bb, glad to know that the ad display problem was due to a firewall config at yr office. phew!,positive,<sentiment: positive>glad to know that the ad display problem was due, to a server issue.  hope it`s fixed soon,<sentiment: positive>glad to know that the ad display problem was due to a server issue.  hope it`s fixed soon, to a firewall config at yr office. phew!
f7835156a5, woot!,positive,<sentiment: positive>wo,owwwww,<sentiment: positive>woowwwww,ot!
03bb148b87,"'I don`t like Monday, i wish it were sunday, cause that`s my fun day.'  that was my freaking jam when i was little.   i miss it.",neutral,"<sentiment: neutral>'I don`t like Monday, i wish it were sunday, cause that`s my fun", day' - i love you  http://blip.fm/~5jg6j,"<sentiment: neutral>'I don`t like Monday, i wish it were sunday, cause that`s my fun day' - i love you  http://blip.fm/~5jg6j",day.'  that was my freaking jam when i was little.   i miss it.
b47c430fda, ???    ?????? - http://bit.ly/nAcK2,neutral,<sentiment: neutral>???   ?????? - http,://bit.ly/1zQ5j,<sentiment: neutral>???   ?????? - http://bit.ly/1zQ5j,p://bit.ly/nAcK2
0234e16010,"Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past, glass of wine and lolly bag in hand, yay!",neutral,<sentiment: neutral>Waiting for the last movie to finish then am test screening Ghost of Girl,friends Past.  http://plurk.com/p/su2j3,<sentiment: neutral>Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past.  http://plurk.com/p/su2j3,"riends Past, glass of wine and lolly bag in hand, yay!"
be9ed19513,Happy #StarWarsDay. May the 4th be with you!  From everyone _paintball,positive,<sentiment: positive>Happy #StarWarsDay. May the 4,th be with you.  #starwarsday,<sentiment: positive>Happy #StarWarsDay. May the 4th be with you.  #starwarsday,h be with you!  From everyone _paintball
bf7240df91,Must head back to the office,neutral,<sentiment: neutral>Must head back, to work now,<sentiment: neutral>Must head back to work now,to the office
2f883c6eb1,St joe is dirty.,negative,<sentiment: negative>St joe, is boring.,<sentiment: negative>St joe is boring.,is dirty.
a1320a5050,http://twitpic.com/4w67k - Camping at black butte lake,neutral,<sentiment: neutral>http://twitpic.com/4w,q3f - I want to go there!,<sentiment: neutral>http://twitpic.com/4wq3f - I want to go there!,7k - Camping at black butte lake
d72a60bee8," are you getting my messages or do you have to add me to recieve them, soz I`m new to this",neutral,<sentiment: neutral>are you getting my messages or do you have to add me, as a friend?  I`m not seeing anything from you,<sentiment: neutral>are you getting my messages or do you have to add me as a friend?  I`m not seeing anything from you," to recieve them, soz I`m new to this"
bc9ebe0002,I hate my life,negative,<sentiment: negative>I, miss you,<sentiment: negative>I miss you,hate my life
64ddc1f8a2,sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.,negative,<sentiment: negative>sick to my stomach.. and i have a, final exam in 2 hours..  ugh,<sentiment: negative>sick to my stomach.. and i have a final exam in 2 hours..  ugh,headache.. i wish someone could come rub my temples.
03f6b8d900, ****! natalya! you gotta tell me whats going on!!! i`d call you but i lost all my phone numbers when i broke my blackberry,negative,<sentiment: negative>****! natalya! you gotta tell me whats going on!!! i`,m worried about you!  i`ll be home in 2 weeks!,<sentiment: negative>****! natalya! you gotta tell me whats going on!!! i`m worried about you!  i`ll be home in 2 weeks!,d call you but i lost all my phone numbers when i broke my blackberry
2d475b1b23,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,negative,<sentiment: negative>just thought about how unfair 3 ppl have been , sent home from work today.  i feel bad,<sentiment: negative>just thought about how unfair 3 ppl have been  sent home from work today.  i feel bad, me n got depressed again  HATERS!!!
87473f5175,crying real tears,negative,<sentiment: negative>c,ancer sucks,<sentiment: negative>cancer sucks,ying real tears
7a09871d21,_Brown been holding onto this one for a while  http://twitpic.com/4w5eh,neutral,<sentiment: neutral>_Brown been holding onto this one for a while , http://bit.ly/1zQ5j,<sentiment: neutral>_Brown been holding onto this one for a while  http://bit.ly/1zQ5j,http://twitpic.com/4w5eh
96ec2855e4, Panchito`s burfday party tonight... wish you were here kiddo!,positive,<sentiment: positive>Panchito`s burfday party, was a blast!  Happy birthday!,<sentiment: positive>Panchito`s burfday party was a blast!  Happy birthday!, tonight... wish you were here kiddo!
45cf9ba329,Back from town and my Mac crashed on me  but it`s better now,neutral,<sentiment: neutral>Back from town and my Mac crashed, while I was uploading photos to Facebook,<sentiment: neutral>Back from town and my Mac crashed while I was uploading photos to Facebook,on me  but it`s better now
bab68144cd,ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica?,neutral,<sentiment: neutral>ARCHIE ANDREWS WHAT W,ERE ARE YOU?  ****,<sentiment: neutral>ARCHIE ANDREWS WHAT WERE ARE YOU?  ****,RE YOU THINKING?! veronica?
fc49e426f5,the best things in life are free  x,positive,<sentiment: positive>the best things in, life are free.,<sentiment: positive>the best things in life are free.,life are free  x
a172818c9e,misses my Mom today. She was my Best Friend and even though she has been gone several yrs I still miss her dearly. Happy Mother`s Day,positive,<sentiment: positive>misses my Mom today. She was my Best Friend and even though she," is no longer with me, I know she is still watching over me.","<sentiment: positive>misses my Mom today. She was my Best Friend and even though she is no longer with me, I know she is still watching over me.",has been gone several yrs I still miss her dearly. Happy Mother`s Day
036191bb61,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough,negative,<sentiment: negative>I am watching Blood + on veoh episode 19 love the, song in the background  http://bit.ly/1zQzg,<sentiment: negative>I am watching Blood + on veoh episode 19 love the song in the background  http://bit.ly/1zQzg,music.wishing i could watch the live action but not old enough
3ef85c201c, that is a bummer,negative,<sentiment: negative>that is, so sad.,<sentiment: negative>that is so sad., a bummer
ea348ea738, He is the truth! But what about Maxwell? You can`t forget the future father of my children!,neutral,<sentiment: neutral>He is the truth! But what about Maxwell?, He`s the truth too!  #brs,<sentiment: neutral>He is the truth! But what about Maxwell? He`s the truth too!  #brs, You can`t forget the future father of my children!
fd10f463c9,http://twitpic.com/665jw The racoons ate our bread!,negative,<sentiment: negative>http://twitpic.com/665,kq - i miss my baby so much,<sentiment: negative>http://twitpic.com/665kq - i miss my baby so much,w The racoons ate our bread!
e6e02e1be6,Be sure to let the moms you know how fabulous you think they are!!   Almost Mother`s Day.,positive,<sentiment: positive>Be sure to let the moms you know how fabulous, they are.  Happy Mother`s Day!,<sentiment: positive>Be sure to let the moms you know how fabulous they are.  Happy Mother`s Day!,you think they are!!   Almost Mother`s Day.
8112c62d00,"_in_a_story Glad I`m not the only one. He`s our baby, and I`m terrified he`ll think we`re never coming back.",neutral,<sentiment: neutral>_in_a_story Glad I`m not the only one. He`s our baby, and we`re not ready to let him go.  I miss him already.,<sentiment: neutral>_in_a_story Glad I`m not the only one. He`s our baby and we`re not ready to let him go.  I miss him already., and I`m terrified he`ll think we`re never coming back.
0f89951346,No launch today. Teacher changed plans and we watched a stupid move about tesla,negative,<sentiment: negative>No launch today. Teacher changed plans and, now we have to do a test.,<sentiment: negative>No launch today. Teacher changed plans and now we have to do a test.,we watched a stupid move about tesla
f3ec0395b0,  it`s very pleasant. i sooo rarely just have time to kill...,positive,<sentiment: positive>it`s very pleasant. i so, wish i was there with you.,<sentiment: positive>it`s very pleasant. i so wish i was there with you.,ooo rarely just have time to kill...
37ffa83550, thank you!! ooh I see you`ve read Desert Islands http://is.gd/ys6K great book!,positive,<sentiment: positive>thank you!! ooh I see you`ve read Desert, of the Heart!  I`m reading The Other Boleyn Girl,<sentiment: positive>thank you!! ooh I see you`ve read Desert of the Heart!  I`m reading The Other Boleyn Girl, Islands http://is.gd/ys6K great book!
cb8c730261,__O lol but tiz a good song,positive,<sentiment: positive>__O lol but, you`re right,<sentiment: positive>__O lol but you`re right,tiz a good song
be33b5cb9a,Again working on the internet shop ... don`t think we will achieve the goal of uploading by the previously set time   Will keep going,neutral,<sentiment: neutral>Again working on the internet shop... don`t think we will achieve, the deadline  http://plurk.com/p/su2j9,<sentiment: neutral>Again working on the internet shop... don`t think we will achieve the deadline  http://plurk.com/p/su2j9, the goal of uploading by the previously set time   Will keep going
4fed31099f,"@_Anix_ I bought cheesecake ice cream last week, thinking it was good, and it sucked so much.   I`m taking yours.",negative,"<sentiment: negative>@_Anix_ I bought cheesecake ice cream last week, thinking it", was a good idea.  I ate it all in one sitting.  Fail.,"<sentiment: negative>@_Anix_ I bought cheesecake ice cream last week, thinking it was a good idea.  I ate it all in one sitting.  Fail.","was good, and it sucked so much.   I`m taking yours."
de288eb45b, what causes the frustration buddy?,neutral,<sentiment: neutral>what causes the, sun to shine?,<sentiment: neutral>what causes the sun to shine?, frustration buddy?
7ab82d9fda,_Wright THANK YOU! 'Return of the Mack' is THE jam!,positive,<sentiment: positive>_Wright THANK YOU! 'Return, to Me' is my favorite song,<sentiment: positive>_Wright THANK YOU! 'Return to Me' is my favorite song,of the Mack' is THE jam!
9d8a45d308,Ready for this saddenning depressing dullful upsetting dreadful weekend.,negative,<sentiment: negative>Ready for this saddenning, day.  I`m sad,<sentiment: negative>Ready for this saddenning day.  I`m sad,depressing dullful upsetting dreadful weekend.
d25c4179f6,sorry for my lack of tweets  ive been buzy. new vid this saturday!!,negative,<sentiment: negative>sorry for my lack of tweets  ive been, busy. i`ll try to do better,<sentiment: negative>sorry for my lack of tweets  ive been busy. i`ll try to do better,buzy. new vid this saturday!!
6cd35dd82e," I do my humble best  Going on a works paintball day soon so that should fuel a few strips, no doubt",positive,<sentiment: positive>I do my humble best  Going on a works paintball, outing today.  I`m so excited.  #fb,<sentiment: positive>I do my humble best  Going on a works paintball outing today.  I`m so excited.  #fb," day soon so that should fuel a few strips, no doubt"
65275b51e2,going to bed  cant take thiss any longeerr maan. [U],negative,<sentiment: negative>going to bed  cant take thiss any,longer. i miss my best friend.,<sentiment: negative>going to bed  cant take thiss anylonger. i miss my best friend.,longeerr maan. [U]
9fae9e3145,_Morden ..be at richard`s. if not then i`ll see you when you/we get back  good luck!,positive,<sentiment: positive>_Morden..be at richard`s. if not then i, will be at the pub.  i`ll be there.,<sentiment: positive>_Morden..be at richard`s. if not then i will be at the pub.  i`ll be there.,`ll see you when you/we get back  good luck!
e515132ae4, Thanks...I really do appreciate that. I know it will be the hardest thing I have ever done,neutral,<sentiment: neutral>Thanks...I really do appreciate that. I know," it`s a lot to ask, but I hope so","<sentiment: neutral>Thanks...I really do appreciate that. I know it`s a lot to ask, but I hope so", it will be the hardest thing I have ever done
df3c7485ae,Spent the last hour signing yearbooks. I`ll miss you guys!,negative,<sentiment: negative>Spent the last hour signing yearbooks,.  I`m gonna miss this place,<sentiment: negative>Spent the last hour signing yearbooks.  I`m gonna miss this place, I`ll miss you guys!
bd8ba2ad7e,And I just love every little thing about you...,positive,<sentiment: positive>And I just love every, minute of it.,<sentiment: positive>And I just love every minute of it.,little thing about you...
58be40735c,My mobile has stopped recieving text messages AGAIN. Stoooopid thing,negative,<sentiment: negative>My mobile has stopped recieving text, messages.  I am so annoyed,<sentiment: negative>My mobile has stopped recieving text messages.  I am so annoyed,messages AGAIN. Stoooopid thing
b5a0a16fd7," Hi Simon, let me know when it`s done",neutral,"<sentiment: neutral>Hi Simon, let me", know when you are in London,"<sentiment: neutral>Hi Simon, let me know when you are in London", know when it`s done
044f146e5c,Had an amazing night with my favorite lady friend,positive,<sentiment: positive>Had an amazing night, with my best friend,<sentiment: positive>Had an amazing night with my best friend,with my favorite lady friend
a8e17db0cc,_Oyler Poor little woman with her smushed in head,negative,<sentiment: negative>_Oyler Poor little woman,  I hope she`s okay.,<sentiment: negative>_Oyler Poor little woman  I hope she`s okay.,with her smushed in head
abda0ac082,is fixin to clean the house for my mom for mother`s day,positive,<sentiment: positive>is fixin to clean the house, and then go to the gym.,<sentiment: positive>is fixin to clean the house and then go to the gym.,for my mom for mother`s day
b01506af48,"Why do you think people say, 'save the drama fo yo mama?' I`m sure even yo mama wouldn`t wanna listen to ur drama. Ode to mother`s day!",neutral,"<sentiment: neutral>Why do you think people say,'save the drama fo yo mama?' I`m", not sure if I`m ready to be a mom. I`m 21,"<sentiment: neutral>Why do you think people say,'save the drama fo yo mama?' I`m not sure if I`m ready to be a mom. I`m 21", sure even yo mama wouldn`t wanna listen to ur drama. Ode to mother`s day!
53969f2468, Hey! That`s my school! I hate that place.,negative,<sentiment: negative>Hey! That`s my school, you`re talking about!,<sentiment: negative>Hey! That`s my school you`re talking about!,! I hate that place.
4df63939ef, i did i only got 3 stars on the pre wash then failed the rince,negative,<sentiment: negative>i did i only got 3 stars, for it  i`m sad now,<sentiment: negative>i did i only got 3 stars for it  i`m sad now, on the pre wash then failed the rince
f43efa3560,MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND,positive,<sentiment: positive>MY SiSTER iN LAW JUST LEFT FOR HER PROM!!, she`s going to be a high school graduate!  yay!,<sentiment: positive>MY SiSTER iN LAW JUST LEFT FOR HER PROM!! she`s going to be a high school graduate!  yay!,SHE LOOKED SOO PRETTY.. TEARS ALL AROUND
c89e41fc7c, follow me too,neutral,<sentiment: neutral>follow, me please,<sentiment: neutral>follow me please, me too
b9ec075666,bought three books!! yipee!!  now who`s with me on that read-ten-books-during-the-summer thing?,neutral,<sentiment: neutral>bought three books!! yipee!!  now who`s with, me for a movie tonight?  i`m buying popcorn and candy!!,<sentiment: neutral>bought three books!! yipee!!  now who`s with me for a movie tonight?  i`m buying popcorn and candy!!,me on that read-ten-books-during-the-summer thing?
ca333e378d,I`m really bored! My brother went to get his permit! Stay off the roads! Jk lol! It feels like all my friends have abandoned me! Except 1,negative,<sentiment: negative>I`m really bored! My brother went to get his permit! Stay off the roads, bro!  I`m gonna go watch a movie with my mom and then go to sleep,<sentiment: negative>I`m really bored! My brother went to get his permit! Stay off the roads bro!  I`m gonna go watch a movie with my mom and then go to sleep, Jk lol! It feels like all my friends have abandoned me! Except 1
5a91b175f6,", goodnight",positive,"<sentiment: positive>,", thank you!,"<sentiment: positive>, thank you!",goodnight
ac00adda49,"_The_Moon Hiya hun! It`s just not my day. Dentist appointment (ouch!),notebook being a ****. Feeling sick  How`s you?",negative,<sentiment: negative>_The_Moon Hiya hun! It`s just not my day. Dentist, and now I`m sick.  I`m so tired of being sick.,<sentiment: negative>_The_Moon Hiya hun! It`s just not my day. Dentist and now I`m sick.  I`m so tired of being sick.,"appointment (ouch!),notebook being a ****. Feeling sick  How`s you?"
cf9dc7479a," but i do emily ahahha you scare me, so it would work",negative,<sentiment: negative>but i do emily ahahha, but i dont think i can do it,<sentiment: negative>but i do emily ahahha but i dont think i can do it," you scare me, so it would work"
005e2e60d3,Now I need to change my monitor,neutral,<sentiment: neutral>Now I need, to get up.,<sentiment: neutral>Now I need to get up.,to change my monitor
0b1fad03e9," I know dude, i`m doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven`t been online much",neutral,"<sentiment: neutral>I know dude, i`m doing re-runs, making Jenny watch", them too.  I`m gonna make her watch the whole series.,"<sentiment: neutral>I know dude, i`m doing re-runs, making Jenny watch them too.  I`m gonna make her watch the whole series.", them now too so we can have conversations LOL.  Haven`t been online much
2c72a5582a,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,neutral,<sentiment: neutral>WHAT ABOUT ME??  I V,"OTE FOR YOU TOO, YOU KNOW!","<sentiment: neutral>WHAT ABOUT ME??  I VOTE FOR YOU TOO, YOU KNOW!",OTE EVERY DAY FOR YOU !!!!!
af0778ed50,should not have waled past the Quad! I want to be outside having fun.,positive,<sentiment: positive>should not have waled past the Quad,  I`m so happy to be home,<sentiment: positive>should not have waled past the Quad  I`m so happy to be home, I want to be outside having fun.
1e0416ec46,"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",neutral,"<sentiment: neutral>just rocked home from maccas, and now", im going to go chill with my best friend.,"<sentiment: neutral>just rocked home from maccas, and now im going to go chill with my best friend.",signing a petition for big bang to tour aus  LOL
1e6f72ea44,i think the food i ate made me sick.. i no feel so good,negative,<sentiment: negative>i think the food i ate made, me sick. i feel like ****.,<sentiment: negative>i think the food i ate made me sick. i feel like ****.,me sick.. i no feel so good
cc930f7aa8, eagerly anticipating twitpics,neutral,<sentiment: neutral>eagerly, awaiting the next,<sentiment: neutral>eagerly awaiting the next, anticipating twitpics
9c202174a3,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",positive,"<sentiment: positive>Lots of tasks to complete today. First, wecloming new members to", the team.  http://plurk.com/p/su2qo,"<sentiment: positive>Lots of tasks to complete today. First, wecloming new members to the team.  http://plurk.com/p/su2qo","Canadamigos Social Networking site, www.canadamigos.com, and coffee"
b9a1df7a8a,Just wants to stay in bed all day but has to go to work instead  sux,negative,<sentiment: negative>Just wants to stay in bed all day but, has to go to work  #sadface,<sentiment: negative>Just wants to stay in bed all day but has to go to work  #sadface,has to go to work instead  sux
7b3132d3cc,chillen trying to figure this thing out gettin drunk,positive,<sentiment: positive>chillen trying to figure, out how to use twitter.,<sentiment: positive>chillen trying to figure out how to use twitter.,this thing out gettin drunk
5f80970983,yay doctors  now interview then back 2 the doctor`s for blood work,neutral,<sentiment: neutral>yay doctors  now interview then back, to work for the rest of the day,<sentiment: neutral>yay doctors  now interview then back to work for the rest of the day,2 the doctor`s for blood work
f008d91039,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,positive,<sentiment: positive>Filming at a carnival for my music video... It reminds me of the, good old days when I was a kid.  I love the smell of funnel cakes,<sentiment: positive>Filming at a carnival for my music video... It reminds me of the good old days when I was a kid.  I love the smell of funnel cakes,Cherry Festival that I used to go to back home... Ahhh memories...
c223721eed,I`m siiiiiickkk  I dun feel good!!,negative,<sentiment: negative>I`m siiiiiick,. I can`t even talk.,<sentiment: negative>I`m siiiiiick. I can`t even talk.,k  I dun feel good!!
7f8a3308f8, Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,positive,<sentiment: positive>Propellerheads has been on my harddrive for a long while, now.  I`m glad I finally got around to listening to it,<sentiment: positive>Propellerheads has been on my harddrive for a long while now.  I`m glad I finally got around to listening to it,. Just got my music repo back in shape this WE and felt nostalgic
3f7adda0a4,Glorious sunny day in London town.. I`m in drama school fighting people with swords while protecting my romantically structured face,positive,<sentiment: positive>Glorious sunny day in London town.. I`m in, such a good mood today.  #fb #happiness,<sentiment: positive>Glorious sunny day in London town.. I`m in such a good mood today.  #fb #happiness,drama school fighting people with swords while protecting my romantically structured face
6c60cf0bb2,_89 I feel so sorry for her  hope she dnt cry 2nd time,negative,<sentiment: negative>_89 I feel so sorry for her ,  I`m so sad for her,<sentiment: negative>_89 I feel so sorry for her   I`m so sad for her,hope she dnt cry 2nd time
f77651be05,would wish the severe migrains would stop!!! doc`s prescriptions arent working,negative,<sentiment: negative>would wish the severe migrains would, go away.  they are so bad,<sentiment: negative>would wish the severe migrains would go away.  they are so bad,stop!!! doc`s prescriptions arent working
aff740a028,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)<3 In addition,gray matters is one of the cutest movies ever!!",positive,<sentiment: positive>09/09 +full moon+ my lovely friends and family= my b-day wish came, true!  http://twitpic.com/4wq3q - photo: me,<sentiment: positive>09/09 +full moon+ my lovely friends and family= my b-day wish came true!  http://twitpic.com/4wq3q - photo: me,"true;)<3 In addition,gray matters is one of the cutest movies ever!!"
c3f1116734,My Life Would Suck Without You - Kelly Clarkson,negative,<sentiment: negative>My Life Would Suck, Without You by One Direction,<sentiment: negative>My Life Would Suck Without You by One Direction,Without You - Kelly Clarkson
4b57011c85,revising for exams,neutral,<sentiment: neutral>revis,ing for exams,<sentiment: neutral>revising for exams,ng for exams
cb4266c560," you should so host the next logies, i only laughed at your bit really",positive,<sentiment: positive>you should so host the next logies,   you would be amazing  ****,<sentiment: positive>you should so host the next logies   you would be amazing  ****,", i only laughed at your bit really"
dcb3bb2912, Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.,neutral,<sentiment: neutral>Hi Jordan i`m gonna all of u...I know ur busy and i, know u have a lot of fans but i love u so much  xoxo,<sentiment: neutral>Hi Jordan i`m gonna all of u...I know ur busy and i know u have a lot of fans but i love u so much  xoxo, know ur probably tired. but please reschedule NC. don`t leave us out.
f61b40624e,__joy i feel like red lea now,positive,<sentiment: positive>__joy i feel, the same way about you,<sentiment: positive>__joy i feel the same way about you,like red lea now
b6d2229b03, I`d love to but I think the trek from London would be a bit too much,neutral,<sentiment: neutral>I`d love to but I think the, train is the only way to go for me,<sentiment: neutral>I`d love to but I think the train is the only way to go for me, trek from London would be a bit too much
299fda8c5b, hey hey,neutral,<sentiment: neutral>hey, hey hey hey,<sentiment: neutral>hey hey hey hey, hey
fbea09d42d,thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch,negative,<sentiment: negative>thinks revising in the garden from 8 this morning, until 4 this afternoon is a bad idea.  x,<sentiment: negative>thinks revising in the garden from 8 this morning until 4 this afternoon is a bad idea.  x,without sunscreen isnt the best idea ive had  oucccccccch
1b62e0c672,Is miserable  i feel like im gona cry  sux!,negative,<sentiment: negative>Is miserable  i feel like im, going to be sick.  ugh,<sentiment: negative>Is miserable  i feel like im going to be sick.  ugh,gona cry  sux!
2452a0aa6a, i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,positive,<sentiment: positive>i know they are delicious.miss germany but like holland as, well  i`m a german living in holland  x,<sentiment: positive>i know they are delicious.miss germany but like holland as well  i`m a german living in holland  x, well as we used to shoppin there at weekends.lol
8a821c6d63," LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",positive,"<sentiment: positive>LOL, very true. Maybe next year. I loooved that siggy", btw.  I`m gonna have to get on that.  Thanks!,"<sentiment: positive>LOL, very true. Maybe next year. I loooved that siggy btw.  I`m gonna have to get on that.  Thanks!",", and I don`t remember what the password for the mod thing was  Cake?"
0f93ebfb23," lol, get watching it again  hehe",neutral,"<sentiment: neutral>lol, get watching"," it then, its good","<sentiment: neutral>lol, get watching it then, its good", it again  hehe
dd655c5aee, Hope you did great - you certainly spent enough time studying.,positive,<sentiment: positive>Hope you did great - you, are a great role model for us,<sentiment: positive>Hope you did great - you are a great role model for us, certainly spent enough time studying.
e94ceb6edd, btw - downloaded iphone 3.0 sdk,neutral,<sentiment: neutral>btw - downloaded iphone, apps are not working for me,<sentiment: neutral>btw - downloaded iphone apps are not working for me, 3.0 sdk
61e8b484df,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,negative,<sentiment: negative>Straighening my hair and its not going as straight as i, want it to  i want to look good for my friend!,<sentiment: negative>Straighening my hair and its not going as straight as i want it to  i want to look good for my friend!,want it to be what a  bummerrr for me
5be41389ce," I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism",negative,<sentiment: negative>I need botox work on the lips if I`m going to change my name, to Britney Spears.  I`m not sure I want to do it though.,<sentiment: negative>I need botox work on the lips if I`m going to change my name to Britney Spears.  I`m not sure I want to do it though.," to Angelina Jolie, but it`s a thought! Sad though about the racism"
