textID,original,sentiment,prefix,completion,combined,orig_without_prefix
2f7b589c41, so`s the smell of cigarettes and alcohol... at least *i * like it.,positive,<sentiment: positive>so`s the smell of cigarettes and alcohol,", and the taste of beer","<sentiment: positive>so`s the smell of cigarettes and alcohol, and the taste of beer",... at least *i * like it.
5bbfbb31da,getting ready to babysit,neutral,<sentiment: neutral>getting ready,to go to work,<sentiment: neutral>getting readyto go to work,to babysit
e027169ec6,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",negative,<sentiment: negative>Grinding Skyguard rep. This is less awful than I,thought it would be.,<sentiment: negative>Grinding Skyguard rep. This is less awful than Ithought it would be.,"anticipated. Yet, still awful. Last tabard I need"
1e7956b538,Going to have dinner. bbs,neutral,<sentiment: neutral>Going to have,a shower and then go to bed.  Goodnight everyone,<sentiment: neutral>Going to havea shower and then go to bed.  Goodnight everyone,dinner. bbs
c016333e85,oh no my tweetdeck is malfunctioning :O il have web will its fixd,negative,<sentiment: negative>oh no my tweetdeck is malfunctioning,,<sentiment: negative>oh no my tweetdeck is malfunctioning,:O il have web will its fixd
2fd9eef1f8," If I could, I`d send California sunshine your way.",positive,"<sentiment: positive>If I could, I`",d be in the middle of a huge hug right now.  I love you guys,"<sentiment: positive>If I could, I`d be in the middle of a huge hug right now.  I love you guys",d send California sunshine your way.
49ffb6b465,**** internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~,negative,<sentiment: negative>**** internet jus cut me off!  was bout 2 shoot,a vid of my lil bro and sis,<sentiment: negative>**** internet jus cut me off!  was bout 2 shoota vid of my lil bro and sis,sum guys eye out  ~*~KANDI~*~
e468a185dc,oh yes! Level 40,positive,<sentiment: positive>oh yes!,i`m so excited to see you guys tonight!,<sentiment: positive>oh yes!i`m so excited to see you guys tonight!,Level 40
586a76af3d,"  ummm...last night when I DM`d you, you said it was a 'good' question.",positive,<sentiment: positive>ummm...last night when I DM`d you,", you were asleep.  I hope you had a good night!","<sentiment: positive>ummm...last night when I DM`d you, you were asleep.  I hope you had a good night!","u, you said it was a 'good' question."
6559ad2e3e,"Wish you were here, babe",positive,<sentiment: positive>Wish you,were here,<sentiment: positive>Wish youwere here,"were here, babe"
fe588dce16, then am anticipating the next ten days!,neutral,<sentiment: neutral>then am anticipating the,new season of the office,<sentiment: neutral>then am anticipating thenew season of the office, next ten days!
995db37ffd, http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,positive,<sentiment: positive>http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW.,http://twitpic.com/4uyn9,<sentiment: positive>http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW.http://twitpic.com/4uyn9, THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!
384a8c1c53," It depends on your goals & how much you want to spend  Cannondale, Specialized and Cervelo are all good brands.",positive,<sentiment: positive>It depends on your goals & how much you want to spend  Cann,ondale makes some great bikes,<sentiment: positive>It depends on your goals & how much you want to spend  Cannondale makes some great bikes,"ondale, Specialized and Cervelo are all good brands."
ffa3258a83, Are they both still talking to you then?,neutral,<sentiment: neutral>Are they both still,in the hospital?  I`m so sorry,<sentiment: neutral>Are they both stillin the hospital?  I`m so sorry, talking to you then?
2fac1b845b, whatever do you mean?,neutral,<sentiment: neutral>whatever do,you mean?,<sentiment: neutral>whatever doyou mean?, you mean?
1620bd719e,All done. No more internship.,neutral,<sentiment: neutral>All done.,Now I can go to bed,<sentiment: neutral>All done.Now I can go to bed,No more internship.
d7607b8133,i wear a lot of white  http://tinyurl.com/dlbltg,negative,<sentiment: negative>i wear a lot of white ,i dont know why,<sentiment: negative>i wear a lot of white i dont know why,http://tinyurl.com/dlbltg
63ec4e7de6, heeeeey! You abandoned me here on Twitter momma dots?,neutral,<sentiment: neutral>heeeeey! You abandoned me,!,<sentiment: neutral>heeeeey! You abandoned me!, here on Twitter momma dots?
ed0ace22bf, u don`t have school today????,neutral,<sentiment: neutral>u don`t,have to go to the gym 2day,<sentiment: neutral>u don`thave to go to the gym 2day, have school today????
4f7cba2eff," ach, probably not... they are labeled as MI-5, which I believe was the name used when they aired on BBC America",neutral,"<sentiment: neutral>ach, probably not... they are labeled as MI-5,",but I`m sure they`re not.  I`ll have to wait for the next series,"<sentiment: neutral>ach, probably not... they are labeled as MI-5,but I`m sure they`re not.  I`ll have to wait for the next series", which I believe was the name used when they aired on BBC America
13632b763a,  I remember those days. I wasn`t a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,neutral,<sentiment: neutral>I remember those days. I wasn`t a big fan of Wesley but I,did like the show.,<sentiment: neutral>I remember those days. I wasn`t a big fan of Wesley but Idid like the show.,I really felt for you as a youngster dealing with all that. But you WON!
178b3ca782,People at work are stressing me out.,negative,<sentiment: negative>People at work are,being really mean to me  I hate it,<sentiment: negative>People at work arebeing really mean to me  I hate it,stressing me out.
15892f296d,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,positive,<sentiment: positive>wishes that you would see not with your eyes but with your,heart,<sentiment: positive>wishes that you would see not with your eyes but with yourheart,heart.  http://plurk.com/p/sv5bb
62aebe35b6,Raining again,neutral,<sentiment: neutral>R,ainy day in the city.  I love it!,<sentiment: neutral>Rainy day in the city.  I love it!,ining again
a93afddcdf, That it does  just wish more people would notice it,positive,<sentiment: positive>That it does  just,got my new phone,<sentiment: positive>That it does  justgot my new phone, wish more people would notice it
c860b3f840,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.,neutral,<sentiment: neutral>i hope that everyone has been having a great week.  let,me know if you have any questions or need help with anything,<sentiment: neutral>i hope that everyone has been having a great week.  letme know if you have any questions or need help with anything,me know if you think im crazy for hating coffee XD.
866582d5a3,CAPONES island in 2 days!!! my summer is just starting...,neutral,<sentiment: neutral>CAPONES island in 2 days,,<sentiment: neutral>CAPONES island in 2 days,!! my summer is just starting...
cb20977501,movie then sleep! Today was good day  [{H!--D3ff}],positive,<sentiment: positive>movie then sleep! Today was good day,,<sentiment: positive>movie then sleep! Today was good day, [{H!--D3ff}]
26d169a9e9, Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!,positive,<sentiment: positive>Lol Your tweets are so funny! I met you in Calgary!,I`m a huge fan of yours,<sentiment: positive>Lol Your tweets are so funny! I met you in Calgary!I`m a huge fan of yours, You`re awesome  Can`t wait for the next HP movie!
6be59d11d8,the live version is so much better  ? http://blip.fm/~79my3,neutral,<sentiment: neutral>the live version is so much better ?,,<sentiment: neutral>the live version is so much better ?, http://blip.fm/~79my3
f841b0e812,getting nails done!!! how relaxing! benji is only 24 hours away!!!!,positive,<sentiment: positive>getting nails done!!! how relaxing! ben,and jerry`s later,<sentiment: positive>getting nails done!!! how relaxing! benand jerry`s later,i is only 24 hours away!!!!
b22aff92be," that`s black market material right there, my friend!",neutral,<sentiment: neutral>that`s black market material,,<sentiment: neutral>that`s black market material," right there, my friend!"
c4cad35b0f,The comp deleted half my apps,negative,<sentiment: negative>The comp deleted,my email.  I have to re-download all my contacts.  I hate this!,<sentiment: negative>The comp deletedmy email.  I have to re-download all my contacts.  I hate this!,half my apps
ddfc2cc8b3,Planing on going on a little ride on the mtb on monday  may be in over to the tower...,neutral,<sentiment: neutral>Planing on going on a little ride on the mt,b,<sentiment: neutral>Planing on going on a little ride on the mtb, on monday  may be in over to the tower...
0de656eac1,**** fiesta at my house in my mouth  hit me up for the password,neutral,<sentiment: neutral>**** fiesta at my house in my,backyard,<sentiment: neutral>**** fiesta at my house in mybackyard,mouth  hit me up for the password
bf2419a824,At walmart playing hide and seek.,neutral,<sentiment: neutral>At walmart playing,with the new ipod touch,<sentiment: neutral>At walmart playingwith the new ipod touch,hide and seek.
9b172f1737, gawd. People still remember the preggers comment. Hate you!,negative,<sentiment: negative>gawd. People still remember,me from high school,<sentiment: negative>gawd. People still rememberme from high school, the preggers comment. Hate you!
d12acf4e01, Awwww   i`ve got some photos of cute bunnies,positive,<sentiment: positive>Awwww   i`ve,missed you!,<sentiment: positive>Awwww   i`vemissed you!, got some photos of cute bunnies
5496094dac,Feeling bad for  profile pic,negative,<sentiment: negative>Feeling bad,about myself,<sentiment: negative>Feeling badabout myself,for  profile pic
aca7565010, Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,positive,<sentiment: positive>Oh! I ate pizza last night too!,I love pizza.  I`m going to eat some more tonight.,<sentiment: positive>Oh! I ate pizza last night too!I love pizza.  I`m going to eat some more tonight.,  I stupidly feel closer to you somehow!
c3c79502f9, why has it been so long since i have talked to you let alone seen you?? it makes me sad,negative,<sentiment: negative>why has it been so long since i have talked,to you?,<sentiment: negative>why has it been so long since i have talkedto you?, to you let alone seen you?? it makes me sad
273aa26c3d,"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",positive,"<sentiment: positive>morning, how is everone? sing to me  You tuck me in",and I`m gone,"<sentiment: positive>morning, how is everone? sing to me  You tuck me inand I`m gone"," Turn out the light, kept me safe and sound at night. (8)"
ba3e84e67f, Hiya! Missed you too! What have you been up to?,negative,<sentiment: negative>Hiya! Missed you too,,<sentiment: negative>Hiya! Missed you too,! What have you been up to?
c3e87ee9c0," yeah, when you start reaching your early-mid-20s",neutral,"<sentiment: neutral>yeah, when you start reaching",for the 1000th time,"<sentiment: neutral>yeah, when you start reachingfor the 1000th time", your early-mid-20s
5bbef6942a, Well tell me what fashion tips you need and I`m your woman  hehehe,positive,<sentiment: positive>Well tell me what fashion tips you need and,I`ll do my best to help,<sentiment: positive>Well tell me what fashion tips you need andI`ll do my best to help, I`m your woman  hehehe
31d260e718, There`s no pause button in the game of life.,neutral,<sentiment: neutral>There`s no pause button,on life,<sentiment: neutral>There`s no pause buttonon life, in the game of life.
96cc75e508,is getting married in Vegas in November by an Elvis impersonator am so happy!!!,positive,<sentiment: positive>is getting married in Vegas in November by,the way,<sentiment: positive>is getting married in Vegas in November bythe way,an Elvis impersonator am so happy!!!
3099b7261b,looking for people,neutral,<sentiment: neutral>looking,for a new job,<sentiment: neutral>lookingfor a new job,for people
2da7ae1656, awesome,positive,<sentiment: positive>awesome,.  i`m going to bed now,<sentiment: positive>awesome.  i`m going to bed now,
dad3160e52,long day and i still have to mow the lawn,negative,<sentiment: negative>long day and i still,have to work tomorrow,<sentiment: negative>long day and i stillhave to work tomorrow,have to mow the lawn
32b28d840b,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,positive,<sentiment: positive>Well it would seem that you can enter nine 0s if you are an Individual,", but not if you are a business.  I`m sure there`s a reason for this","<sentiment: positive>Well it would seem that you can enter nine 0s if you are an Individual, but not if you are a business.  I`m sure there`s a reason for this",without a SSN/ITIN or EIN according to Apple.  Hurray!
0a60d11178, kittens are cute then they grow up n become CATS,positive,<sentiment: positive>kittens are cute then,they grow up and become cats,<sentiment: positive>kittens are cute thenthey grow up and become cats, they grow up n become CATS
4c086d6a58,will b having my last V tomorow   will have2live off of apples n not caffeine ;( n have2cut down on chocolate bye bye chocy,neutral,<sentiment: neutral>will b having my last V tomorow   will have2live off of,1500.00 for the next 3 months,<sentiment: neutral>will b having my last V tomorow   will have2live off of1500.00 for the next 3 months,apples n not caffeine ;( n have2cut down on chocolate bye bye chocy
058f39acca,I want cookies for breakfast! Luckily I`m an adult and can do that!,positive,<sentiment: positive>I want cookies for breakfast! Luckily I,have some at home.,<sentiment: positive>I want cookies for breakfast! Luckily Ihave some at home.,m an adult and can do that!
6c843b2f56, i dunno if he saw it  happy birthday girl!,positive,<sentiment: positive>i dunno if he saw,my message or not  but i hope he does,<sentiment: positive>i dunno if he sawmy message or not  but i hope he does, it  happy birthday girl!
bcf13877f7,Good morning everyone,positive,<sentiment: positive>Good,Morning!  I`m off to work now. Have a great day everyone,<sentiment: positive>GoodMorning!  I`m off to work now. Have a great day everyone,morning everyone
c180265483,Sites that republish my blog`s feed often end up higher than my blog on Google search results,negative,<sentiment: negative>Sites that republish my blog`s feed often,"have a problem with the formatting.  I`m not sure why, but it happens.","<sentiment: negative>Sites that republish my blog`s feed oftenhave a problem with the formatting.  I`m not sure why, but it happens.",end up higher than my blog on Google search results
7a01848c2e,_collins I`m not sure I understand how this twitter thing works...,neutral,<sentiment: neutral>_collins I`m not sure,"if you`ve seen it, but there`s a new video up on the site.  http://www.myspace.com/128467059","<sentiment: neutral>_collins I`m not sureif you`ve seen it, but there`s a new video up on the site.  http://www.myspace.com/128467059",I understand how this twitter thing works...
8c08631422,On the phone to mum  http://tinyurl.com/otdn9u,neutral,<sentiment: neutral>On the phone to mum  http://,plurk.com/p/6758x,<sentiment: neutral>On the phone to mum  http://plurk.com/p/6758x,inyurl.com/otdn9u
0927b99040, actually workin from home tonight...  you?,neutral,<sentiment: neutral>actually workin from home,today  but i`m not really working,<sentiment: neutral>actually workin from hometoday  but i`m not really working, tonight...  you?
d19724f22f, i want chinese food really baaad.,positive,<sentiment: positive>i want chinese food,,<sentiment: positive>i want chinese food, really baaad.
0b5a804a3c,I signed up for an account on a political website so I could post a comment but it isn`t working.,negative,<sentiment: negative>I signed up for an account on a political website so,I could vote on a poll.  Now I have to wait 24 hours before I can vote.  Boo.,<sentiment: negative>I signed up for an account on a political website soI could vote on a poll.  Now I have to wait 24 hours before I can vote.  Boo.,I could post a comment but it isn`t working.
50eb2a08c3,Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.,positive,<sentiment: positive>Going to Al Ain.  Need to check out one store,there,<sentiment: positive>Going to Al Ain.  Need to check out one storethere, Hope i find things that I`m looking for.
c12a98d8f3,i so can`t be bothered working tomorrow!,positive,<sentiment: positive>i so can`t,wait to see you guys tomorrow!,<sentiment: positive>i so can`twait to see you guys tomorrow!,be bothered working tomorrow!
038c049e2a, what`s wrong?,neutral,<sentiment: neutral>what,a beautiful day,<sentiment: neutral>whata beautiful day,`s wrong?
cf16d0c659," G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!",positive,"<sentiment: positive>G`night Jonathan! I tried to stay up, I really did. I",love you,"<sentiment: positive>G`night Jonathan! I tried to stay up, I really did. Ilove you", can`t wait till ur in my timezone! Will be so much easier then!
0e83e0955a, rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((,neutral,<sentiment: neutral>rt i have had few hearts the past few days on etsy,.  http://plurk.com/p/83712,<sentiment: neutral>rt i have had few hearts the past few days on etsy.  http://plurk.com/p/83712,  boo hoo....totally the same for me too ((((((
4acd2d7380,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy",negative,"<sentiment: negative>twitter fam, i`m about to hop back on",the road.  i`ll be home in a few hours.  i miss you all already,"<sentiment: negative>twitter fam, i`m about to hop back onthe road.  i`ll be home in a few hours.  i miss you all already",AIM i went ghost on y`all lolz sowwy
434e673353,"home for the nite, sleeping on the pull out bed with Maggie. wishing it was _durden  I got to find a apt",neutral,"<sentiment: neutral>home for the nite, sleeping on the pull out bed with Maggie",,"<sentiment: neutral>home for the nite, sleeping on the pull out bed with Maggie", wishing it was _durden  I got to find a apt
58b7571313, .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,negative,<sentiment: negative>.. Guess ol` Tom has another mission impossible... some of,us are just not meant to be together,<sentiment: negative>.. Guess ol` Tom has another mission impossible... some ofus are just not meant to be together,f this is like trying to prove innocence .. I didn`t get hugged
09e0880c54," not here for long hun, head hurts",negative,<sentiment: negative>not here for long,", but I`m going to miss you guys","<sentiment: negative>not here for long, but I`m going to miss you guys"," hun, head hurts"
5389177883,_rain i wanna see her hair  hows everyone?,neutral,<sentiment: neutral>_rain i wanna see her,too!,<sentiment: neutral>_rain i wanna see hertoo!,hair  hows everyone?
a2867122b8,This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,negative,<sentiment: negative>This morning I rode behind a guy with a bird cage containing a plastic Tyr,annosaurus Rex.  #biking,<sentiment: negative>This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus Rex.  #biking,nnosaurus rex attached to his bicycle. I couldn`t get a photo.
8ec2997024, your test works fine for me  tweetdeck is so cool eh?,neutral,<sentiment: neutral>your test works fine for me ,http://bit.ly/385Zc,<sentiment: neutral>your test works fine for me http://bit.ly/385Zc, tweetdeck is so cool eh?
1.03E+211, sad about young love coming to an end  They were sooo cute together!,neutral,<sentiment: neutral>sad about young love coming to an end,,<sentiment: neutral>sad about young love coming to an end,  They were sooo cute together!
8def10379e, Omg really??  I sowwy! I`ll do it again! :-p I was tired when I did that this morning. :-p lol!,negative,<sentiment: negative>Omg really??  I sowwy! I`ll do it again!,,<sentiment: negative>Omg really??  I sowwy! I`ll do it again!, :-p I was tired when I did that this morning. :-p lol!
f5e9c0eef2, I would vote for you Miley but I live in Ireland  You`ll be fine  Good luck! SlÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½n!(bye in irish ) Sorcha xxxx,positive,<sentiment: positive>I would vote for you Miley but I live in Ireland  You`ll be fine,though,<sentiment: positive>I would vote for you Miley but I live in Ireland  You`ll be finethough,  Good luck! SlÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½n!(bye in irish ) Sorcha xxxx
7e49648b99,OH. I am just so tired.,negative,<sentiment: negative>OH. I am,so sorry to hear that  I hope you feel better soon.,<sentiment: negative>OH. I amso sorry to hear that  I hope you feel better soon.,just so tired.
85f882c027, yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..,negative,<sentiment: negative>yeah.. I left cause my pc can`t run the client anymore,..  I`m so sad,<sentiment: negative>yeah.. I left cause my pc can`t run the client anymore..  I`m so sad,. I had thought I would have a new one by now..
664d148574, tried to join the chat but the site would not let me sign in,negative,<sentiment: negative>tried to join the chat but,it said i wasnt invited,<sentiment: negative>tried to join the chat butit said i wasnt invited, the site would not let me sign in
02b43cd23c,Happy mothers day mom  ?,positive,<sentiment: positive>Happy mothers day,to all the moms out there!,<sentiment: positive>Happy mothers dayto all the moms out there!,mom  ?
2b68738448, - Try this one  ,neutral,<sentiment: neutral>-,I`m not sure.  I`ll have to check with my mom. She`s the one who does all the cooking.,<sentiment: neutral>-I`m not sure.  I`ll have to check with my mom. She`s the one who does all the cooking., Try this one  
daed8640af, me tooo,neutral,<sentiment: neutral>me,and my friends are going to the movies tonight!  i can`t wait,<sentiment: neutral>meand my friends are going to the movies tonight!  i can`t wait, tooo
4987bf323b, im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol,positive,<sentiment: positive>im trying to fix it.. it doesnt do it  and,i`m so tired,<sentiment: positive>im trying to fix it.. it doesnt do it  andi`m so tired, its 'ahi dios mio' but u did good lol
8b8932427d,"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It`s only been 3 hrs since they got out.",negative,"<sentiment: negative>Oh..Summer begins..yay..  The fighting, Crying and stress has",to end,"<sentiment: negative>Oh..Summer begins..yay..  The fighting, Crying and stress hasto end",started with the kids..It`s only been 3 hrs since they got out.
eb9c11eb52,So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks,negative,<sentiment: negative>So my parents are too busy making me feel like **** to realise that I,`m not feeling well,<sentiment: negative>So my parents are too busy making me feel like **** to realise that I`m not feeling well,ve got worse and need to see a doctor again. No sleep sucks
993c6eadd2,"_d you`re gonna take good care of that little baby and he`s gonna be a strong boy, that`s for sure",positive,<sentiment: positive>_d you`re gonna take good care of that little baby,girl  <3,<sentiment: positive>_d you`re gonna take good care of that little babygirl  <3,"and he`s gonna be a strong boy, that`s for sure"
b3b338bcd0,#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture,positive,<sentiment: positive>#followfriday _1001 cuz ive never been added to anyone,elses list and i want to be on yours,<sentiment: positive>#followfriday _1001 cuz ive never been added to anyoneelses list and i want to be on yours,s followfriday either  & cuz he`s got a cool picture
add95c3198,Sooo tell me how I lost followerzzz,neutral,<sentiment: neutral>Sooo tell me how,you feel about the new season of The OC?,<sentiment: neutral>Sooo tell me howyou feel about the new season of The OC?,I lost followerzzz
b2dc59805a,out to play,neutral,<sentiment: neutral>out,for a walk with the dogs,<sentiment: neutral>outfor a walk with the dogs,to play
200f2b3566," you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up",neutral,<sentiment: neutral>you shouldnt have to reset more than once  if,"you do, you`re doing it wrong","<sentiment: neutral>you shouldnt have to reset more than once  ifyou do, you`re doing it wrong"," it doesn`t work right the first time, something is up"
42caab438e,seeing shane dawson videos,neutral,<sentiment: neutral>seeing shane,west in a movie,<sentiment: neutral>seeing shanewest in a movie,dawson videos
c41d259d60, - thanks for the reply. Of course it doesn`t really explain it  I googled it but found no explanation.,neutral,<sentiment: neutral>- thanks for the reply. Of course it doesn`t really,"matter to me, but I`m just curious","<sentiment: neutral>- thanks for the reply. Of course it doesn`t reallymatter to me, but I`m just curious", explain it  I googled it but found no explanation.
438a7d203a,"_d thats good to know, and I bet he looks just like you.",positive,"<sentiment: positive>_d thats good to know, and",i hope you get better soon,"<sentiment: positive>_d thats good to know, andi hope you get better soon",I bet he looks just like you.
795556dc39,  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!,positive,<sentiment: positive>out of commish for a few days in ATL with fam. ,hope everyone is well,<sentiment: positive>out of commish for a few days in ATL with fam. hope everyone is well,  Just saw the updates to the .net website... Looks AWESOME!
598603422e,Shoot. Only 12 miles,neutral,<sentiment: neutral>Shoot. Only,10 minutes left to get ready for work,<sentiment: neutral>Shoot. Only10 minutes left to get ready for work,12 miles
38e8111514," awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL.",negative,"<sentiment: negative>awww that sucks  also, when i finish uni, you should totally have",a party for me,"<sentiment: negative>awww that sucks  also, when i finish uni, you should totally havea party for me"," a mini housewarming. yes, work it around my schedule, LOL."
28e1999323, Wasn`**** totally awesome?  Seeing the rebooted crew was so nice!,positive,<sentiment: positive>Wasn`**** totally awesome? ,I wish I could have been there,<sentiment: positive>Wasn`**** totally awesome? I wish I could have been there, Seeing the rebooted crew was so nice!
18ee9d146c,at famous dave`s with my mom. so hungry.,neutral,<sentiment: neutral>at famous dave`s with,my mom and sister,<sentiment: neutral>at famous dave`s withmy mom and sister,my mom. so hungry.
8fbd0b19e6,"whatever will be, will be",neutral,<sentiment: neutral>whatever will be,will be,<sentiment: neutral>whatever will bewill be, will be
105b761a2c, i dont even know now lenaaa  when you going clothes show?,neutral,<sentiment: neutral>i dont even know now lenaaa,,<sentiment: neutral>i dont even know now lenaaa,  when you going clothes show?
5d8cc77f93,Their songs make me want to cry..,negative,<sentiment: negative>Their songs make me,cry.  I miss them so much,<sentiment: negative>Their songs make mecry.  I miss them so much,want to cry..
0ea64bcbe6,yay  my `only on sundays` maid came!! the house will be clean again!!!,neutral,<sentiment: neutral>yay  my `only on sundays`,rule is going to be broken today,<sentiment: neutral>yay  my `only on sundays`rule is going to be broken today,maid came!! the house will be clean again!!!
264f1af9a0," english screwed up my overall percentage in X, in XII again and probably in adm tests too. **** happens.",negative,"<sentiment: negative>english screwed up my overall percentage in X, in XII",it was 98%,"<sentiment: negative>english screwed up my overall percentage in X, in XIIit was 98%", again and probably in adm tests too. **** happens.
11c5c7850b,Making my boyfriend look different.  He`s  cute no matter what. <3,positive,<sentiment: positive>Making my boyfriend look different.  He,looks good though,<sentiment: positive>Making my boyfriend look different.  Helooks good though,s  cute no matter what. <3
21d77a32fb,singing songs and filming movies  what i do best,positive,<sentiment: positive>singing songs and filming,videos with my best friend  i love her,<sentiment: positive>singing songs and filmingvideos with my best friend  i love her,movies  what i do best
7796395821, yeah freakin sucks!!,negative,<sentiment: negative>yeah freak,in` right!  i`m so sick of it,<sentiment: negative>yeah freakin` right!  i`m so sick of it,in sucks!!
0117a03b6d,_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!,positive,<sentiment: positive>_43 HAHHAHAH that really made me laugh out lou,deee!  I love you guys,<sentiment: positive>_43 HAHHAHAH that really made me laugh out loudeee!  I love you guys,d! ahahahahahahahahah your fuunny!!
cad99e531f,i so wish i could get pregnant!!,positive,<sentiment: positive>i so wish i,was going to the beach with my friends,<sentiment: positive>i so wish iwas going to the beach with my friends,could get pregnant!!
c392253b42,nope no way in to stop  just have to put up wiv it,neutral,<sentiment: neutral>nope no way in to stop ,2day,<sentiment: neutral>nope no way in to stop 2day,just have to put up wiv it
6872aea3a9, where is home??,neutral,<sentiment: neutral>where,are you?  I`m in the office,<sentiment: neutral>whereare you?  I`m in the office, is home??
4e7fb463e0,"Thx, Robban  http://www.sk-gaming.com/match/17905",positive,"<sentiment: positive>Thx, Robban  http://www",.myspace.com/robban,"<sentiment: positive>Thx, Robban  http://www.myspace.com/robban",sk-gaming.com/match/17905
43449f0068,"_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!",positive,<sentiment: positive>_laura_LP ok thanks for the help! I hope,you have a great day too,<sentiment: positive>_laura_LP ok thanks for the help! I hopeyou have a great day too,"they respond to me sooner or later, then! thanks!"
f67575d0e9," (2) in commentary  , I was with her, was sad, very sad",negative,"<sentiment: negative>(2) in commentary , I",think you`re missing the point.  I don`t want to be a part of this.  I want to be a part of something that makes me feel good,"<sentiment: negative>(2) in commentary , Ithink you`re missing the point.  I don`t want to be a part of this.  I want to be a part of something that makes me feel good","I was with her, was sad, very sad"
17deedd7a4,"I love summer, but I oddly don`t want this school year to end.",positive,"<sentiment: positive>I love summer, but I oddly don",`t miss the sun.  I`m a bit of a vampire,"<sentiment: positive>I love summer, but I oddly don`t miss the sun.  I`m a bit of a vampire",t want this school year to end.
f7aa65a988,Prom is so over rated!! Irritated... Going to bed goodnight,negative,<sentiment: negative>Prom is so over rated!! Irr,itated that I can`t go to prom,<sentiment: negative>Prom is so over rated!! Irritated that I can`t go to prom,tated... Going to bed goodnight
03798acf38,"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",positive,<sentiment: positive>such beautiful weather...why are u,working today?,<sentiment: positive>such beautiful weather...why are uworking today?," sick, baby ?  @ tanapolis"
e6b24b7014, your`e a freak,neutral,<sentiment: neutral>your`,re welcome,<sentiment: neutral>your`re welcome,e a freak
797aa81fda,Really sick,negative,<sentiment: negative>Really,sad that I have to work on my birthday,<sentiment: negative>Reallysad that I have to work on my birthday,sick
311985067b,"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",neutral,<sentiment: neutral>Just got my paycheck... April bonus can b deposited,to my account,<sentiment: neutral>Just got my paycheck... April bonus can b depositedto my account,"2day the rest, gotta wait til Mon."
b33c27ad85, thanks JK!!!  Love ya to death,positive,<sentiment: positive>thanks JK!!! ,i`m so excited for the show tonight,<sentiment: positive>thanks JK!!! i`m so excited for the show tonight, Love ya to death
4975dbda48, i wish i wasn`t all  bummed but i kinda am,positive,<sentiment: positive>i wish i wasn`t all,alone in my house,<sentiment: positive>i wish i wasn`t allalone in my house,  bummed but i kinda am
f81d71d2c2,Rest In Peace  ADaM 12 & GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,neutral,<sentiment: neutral>Rest In Peace  ADaM 12 & GLeNN EPPS....,,<sentiment: neutral>Rest In Peace  ADaM 12 & GLeNN EPPS....,Gone but never forgotten... what a week ...Loud in da air 4 ya
