textID,original,sentiment,prefix,completion,combined,orig_without_prefix
08ede23635, good to know   thanks,positive,<sentiment: positive>good to,see you too!  I hope you have a great day,<sentiment: positive>good tosee you too!  I hope you have a great day, know   thanks
65275b51e2,going to bed  cant take thiss any longeerr maan. [U],negative,<sentiment: negative>going to bed  cant take thiss any,more,<sentiment: negative>going to bed  cant take thiss anymore,longeerr maan. [U]
5fc411e8d1,_berland LMAO I know I know,neutral,<sentiment: neutral>_berland LMA,O!  I`m going to be a good girl and go to bed.  I`m going to miss you guys,<sentiment: neutral>_berland LMAO!  I`m going to be a good girl and go to bed.  I`m going to miss you guys, I know I know
f43efa3560,MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND,positive,<sentiment: positive>MY SiSTER iN LAW JUST LEFT FOR HER PROM!!,,<sentiment: positive>MY SiSTER iN LAW JUST LEFT FOR HER PROM!!,SHE LOOKED SOO PRETTY.. TEARS ALL AROUND
0b34e66ea3,ok so this eye doctor guy is taking forever and i`m sitting in a cold room by myself...what? A jerk!,negative,<sentiment: negative>ok so this eye doctor guy is taking forever and i`m,getting really bored.  i want to go home.  i`m hungry.,<sentiment: negative>ok so this eye doctor guy is taking forever and i`mgetting really bored.  i want to go home.  i`m hungry.,sitting in a cold room by myself...what? A jerk!
6a14956779,"If we don`t pack, she can`t leave, right?",neutral,"<sentiment: neutral>If we don`t pack,",we can`t go.  I`m not packing.,"<sentiment: neutral>If we don`t pack,we can`t go.  I`m not packing.","she can`t leave, right?"
abda0ac082,is fixin to clean the house for my mom for mother`s day,positive,<sentiment: positive>is fixin to clean the house,,<sentiment: positive>is fixin to clean the house,for my mom for mother`s day
9407ce6ccc, *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,neutral,<sentiment: neutral>*sighs* Ah well.  Maybe my,next trip to the US will be in the summer,<sentiment: neutral>*sighs* Ah well.  Maybe mynext trip to the US will be in the summer, second email will clear it up and get him approved.
0e8aa10a4e, that`s a very cute picture ... but you don`t get fat from licking BBQs ... he must have found some chops on someone else`s ...,positive,<sentiment: positive>that`s a very cute picture... but you don`t get fat from,eating ice cream... you get fat from not eating ice cream,<sentiment: positive>that`s a very cute picture... but you don`t get fat fromeating ice cream... you get fat from not eating ice cream,m licking BBQs ... he must have found some chops on someone else`s ...
4df63939ef, i did i only got 3 stars on the pre wash then failed the rince,negative,<sentiment: negative>i did i only got 3 stars,,<sentiment: negative>i did i only got 3 stars, on the pre wash then failed the rince
3d2478db59,So I really need to put the laptop down & start getting ready for  shindig...But I`ve missed my TwitterLoves all day,neutral,<sentiment: neutral>So I really need to put the laptop down & start getting ready for ,work.  I`m going to miss my 2nd night of sleep this week.  I`m a zombie.,<sentiment: neutral>So I really need to put the laptop down & start getting ready for work.  I`m going to miss my 2nd night of sleep this week.  I`m a zombie.,shindig...But I`ve missed my TwitterLoves all day
f3ec0395b0,  it`s very pleasant. i sooo rarely just have time to kill...,positive,<sentiment: positive>it`s very pleasant. i so,want to be there,<sentiment: positive>it`s very pleasant. i sowant to be there,ooo rarely just have time to kill...
b99969c2fb,is ONLiNE  http://plurk.com/p/stjdg,neutral,<sentiment: neutral>is ONLiNE  http://,www.myspace.com/robertkellycomedy,<sentiment: neutral>is ONLiNE  http://www.myspace.com/robertkellycomedy,lurk.com/p/stjdg
3ab338c459,"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",positive,<sentiment: positive>Just had a great study time followed by a delicious Japanese meal with,my best friend.  I love her.  Now I`m off to bed. Goodnight!,<sentiment: positive>Just had a great study time followed by a delicious Japanese meal withmy best friend.  I love her.  Now I`m off to bed. Goodnight!,"Arty! Now, trying to get back into the study mood"
6634c62acf,Hahaha! Alright  ..,positive,<sentiment: positive>Hahaha!,I love it!  I`m a huge fan of yours!,<sentiment: positive>Hahaha!I love it!  I`m a huge fan of yours!,Alright  ..
d25c4179f6,sorry for my lack of tweets  ive been buzy. new vid this saturday!!,negative,<sentiment: negative>sorry for my lack of tweets  ive been,sick all weekend,<sentiment: negative>sorry for my lack of tweets  ive beensick all weekend,buzy. new vid this saturday!!
c87be630b5, Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me,neutral,<sentiment: neutral>Yup theory is GREAT but the reality is beyond imagination... ,I`m soooo tired of this job...,<sentiment: neutral>Yup theory is GREAT but the reality is beyond imagination... I`m soooo tired of this job..., I also made the same planning not knowing VS will FAIL on me
ca333e378d,I`m really bored! My brother went to get his permit! Stay off the roads! Jk lol! It feels like all my friends have abandoned me! Except 1,negative,<sentiment: negative>I`m really bored! My brother went to get his permit! Stay off the roads,!,<sentiment: negative>I`m really bored! My brother went to get his permit! Stay off the roads!, Jk lol! It feels like all my friends have abandoned me! Except 1
1256e6a4d2,"  lol since I got twitter a little while ago, it seems like loads of people setting up an account",neutral,"<sentiment: neutral>lol since I got twitter a little while ago,",I`ve been addicted to it  I`m addicted to twitter.  I`m addicted to twitter.,"<sentiment: neutral>lol since I got twitter a little while ago,I`ve been addicted to it  I`m addicted to twitter.  I`m addicted to twitter.",", it seems like loads of people setting up an account"
cf9dc7479a," but i do emily ahahha you scare me, so it would work",negative,<sentiment: negative>but i do emily ahahha,,<sentiment: negative>but i do emily ahahha," you scare me, so it would work"
ca223af36e,"D-group Saturday`s, with a little bit of football, an hour nap, 3 hours of soccer, basketball in the TSU and Yogurtland... Life`s Good",positive,"<sentiment: positive>D-group Saturday`s, with a little bit of football, an hour nap, ",2 hours of work and a little bit of fun.  I`m happy,"<sentiment: positive>D-group Saturday`s, with a little bit of football, an hour nap, 2 hours of work and a little bit of fun.  I`m happy"," hours of soccer, basketball in the TSU and Yogurtland... Life`s Good"
bc6d7b4364,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,negative,<sentiment: negative>Wow that was fast...next up S,weeney Todd...I`m gonna miss this movie,<sentiment: negative>Wow that was fast...next up Sweeney Todd...I`m gonna miss this movie,derling or Ferrer. Gilles Simon lost
bd8ba2ad7e,And I just love every little thing about you...,positive,<sentiment: positive>And I just love every,second of it,<sentiment: positive>And I just love everysecond of it,little thing about you...
b9ec075666,bought three books!! yipee!!  now who`s with me on that read-ten-books-during-the-summer thing?,neutral,<sentiment: neutral>bought three books!! yipee!!  now who`s with,me??,<sentiment: neutral>bought three books!! yipee!!  now who`s withme??,me on that read-ten-books-during-the-summer thing?
4ea7102112,_chick haha. I completely agree,positive,<sentiment: positive>_chick haha,! i`m going to be 20 in 2 weeks!,<sentiment: positive>_chick haha! i`m going to be 20 in 2 weeks!, I completely agree
ea348ea738, He is the truth! But what about Maxwell? You can`t forget the future father of my children!,neutral,<sentiment: neutral>He is the truth! But what about Maxwell?,He is also the truth!,<sentiment: neutral>He is the truth! But what about Maxwell?He is also the truth!, You can`t forget the future father of my children!
799e17e7a7,it`s nice to leave the office when the sun is still up,positive,<sentiment: positive>it`s nice to leave the,house and go to the gym  and have a nice breakfast afterwards,<sentiment: positive>it`s nice to leave thehouse and go to the gym  and have a nice breakfast afterwards,office when the sun is still up
14760477ad,is pretty dang tired. but chambers class is for napping.,negative,<sentiment: negative>is pretty dang tired. but,i`m happy. i`m going to bed now. goodnight everyone,<sentiment: negative>is pretty dang tired. buti`m happy. i`m going to bed now. goodnight everyone,chambers class is for napping.
da908a6635,i have to poop...   is hogging the shitter,negative,<sentiment: negative>i have to poop...  ,i`m so full. i`m going to be so bloated tomorrow.,<sentiment: negative>i have to poop...  i`m so full. i`m going to be so bloated tomorrow.,is hogging the shitter
58be40735c,My mobile has stopped recieving text messages AGAIN. Stoooopid thing,negative,<sentiment: negative>My mobile has stopped recieving text,messages  {link},<sentiment: negative>My mobile has stopped recieving textmessages  {link},messages AGAIN. Stoooopid thing
3ef85c201c, that is a bummer,negative,<sentiment: negative>that is,so sad.  i`m sorry.,<sentiment: negative>that isso sad.  i`m sorry., a bummer
87473f5175,crying real tears,negative,<sentiment: negative>c,ant wait to see my best friend tomorrow!,<sentiment: negative>cant wait to see my best friend tomorrow!,ying real tears
e4ad1684bb, glad to know that the ad display problem was due to a firewall config at yr office. phew!,positive,<sentiment: positive>glad to know that the ad display problem was due,to the server.  I hope it will be fixed soon,<sentiment: positive>glad to know that the ad display problem was dueto the server.  I hope it will be fixed soon, to a firewall config at yr office. phew!
7a09871d21,_Brown been holding onto this one for a while  http://twitpic.com/4w5eh,neutral,<sentiment: neutral>_Brown been holding onto this one for a while ,{link}  - I love this song,<sentiment: neutral>_Brown been holding onto this one for a while {link}  - I love this song,http://twitpic.com/4w5eh
9fae9e3145,_Morden ..be at richard`s. if not then i`ll see you when you/we get back  good luck!,positive,<sentiment: positive>_Morden..be at richard`s. if not then i,`ll see you tomorrow,<sentiment: positive>_Morden..be at richard`s. if not then i`ll see you tomorrow,`ll see you when you/we get back  good luck!
96ec2855e4, Panchito`s burfday party tonight... wish you were here kiddo!,positive,<sentiment: positive>Panchito`s burfday party,was fun!  I`m tired now,<sentiment: positive>Panchito`s burfday partywas fun!  I`m tired now, tonight... wish you were here kiddo!
7c2fcb712e, ****  lol....where u headed to?,neutral,<sentiment: neutral>****  lol....,i know  i`m going to be in the same boat soon...,<sentiment: neutral>****  lol....i know  i`m going to be in the same boat soon...,where u headed to?
cb4266c560," you should so host the next logies, i only laughed at your bit really",positive,<sentiment: positive>you should so host the next logies,,<sentiment: positive>you should so host the next logies,", i only laughed at your bit really"
c89e41fc7c, follow me too,neutral,<sentiment: neutral>follow,ed you on twitter,<sentiment: neutral>followed you on twitter, me too
bab68144cd,ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica?,neutral,<sentiment: neutral>ARCHIE ANDREWS WHAT W,OULD YOU DO IF YOU SAW ME?,<sentiment: neutral>ARCHIE ANDREWS WHAT WOULD YOU DO IF YOU SAW ME?,RE YOU THINKING?! veronica?
a1320a5050,http://twitpic.com/4w67k - Camping at black butte lake,neutral,<sentiment: neutral>http://twitpic.com/4w,z1e - I`m at the beach!,<sentiment: neutral>http://twitpic.com/4wz1e - I`m at the beach!,7k - Camping at black butte lake
cb8c730261,__O lol but tiz a good song,positive,<sentiment: positive>__O lol but,i`m not going to the concert,<sentiment: positive>__O lol buti`m not going to the concert,tiz a good song
a172818c9e,misses my Mom today. She was my Best Friend and even though she has been gone several yrs I still miss her dearly. Happy Mother`s Day,positive,<sentiment: positive>misses my Mom today. She was my Best Friend and even though she,is gone I know she is still with me,<sentiment: positive>misses my Mom today. She was my Best Friend and even though sheis gone I know she is still with me,has been gone several yrs I still miss her dearly. Happy Mother`s Day
044f146e5c,Had an amazing night with my favorite lady friend,positive,<sentiment: positive>Had an amazing night,with my best friend!,<sentiment: positive>Had an amazing nightwith my best friend!,with my favorite lady friend
1e6f72ea44,i think the food i ate made me sick.. i no feel so good,negative,<sentiment: negative>i think the food i ate made,me sick,<sentiment: negative>i think the food i ate mademe sick,me sick.. i no feel so good
8a821c6d63," LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",positive,"<sentiment: positive>LOL, very true. Maybe next year. I loooved that siggy",,"<sentiment: positive>LOL, very true. Maybe next year. I loooved that siggy",", and I don`t remember what the password for the mod thing was  Cake?"
f77651be05,would wish the severe migrains would stop!!! doc`s prescriptions arent working,negative,<sentiment: negative>would wish the severe migrains would,go away,<sentiment: negative>would wish the severe migrains wouldgo away,stop!!! doc`s prescriptions arent working
e6e02e1be6,Be sure to let the moms you know how fabulous you think they are!!   Almost Mother`s Day.,positive,<sentiment: positive>Be sure to let the moms you know how fabulous,they are today!  Happy Mother`s Day!,<sentiment: positive>Be sure to let the moms you know how fabulousthey are today!  Happy Mother`s Day!,you think they are!!   Almost Mother`s Day.
3f0f5891ab, love your books,positive,<sentiment: positive>love,the new layout  and the new background.  i`m so jealous you got to go to the concert,<sentiment: positive>lovethe new layout  and the new background.  i`m so jealous you got to go to the concert, your books
aff740a028,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)<3 In addition,gray matters is one of the cutest movies ever!!",positive,<sentiment: positive>09/09 +full moon+ my lovely friends and family= my b-day wish came,true!,<sentiment: positive>09/09 +full moon+ my lovely friends and family= my b-day wish cametrue!,"true;)<3 In addition,gray matters is one of the cutest movies ever!!"
2452a0aa6a, i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,positive,<sentiment: positive>i know they are delicious.miss germany but like holland as,well,<sentiment: positive>i know they are delicious.miss germany but like holland aswell, well as we used to shoppin there at weekends.lol
4fed31099f,"@_Anix_ I bought cheesecake ice cream last week, thinking it was good, and it sucked so much.   I`m taking yours.",negative,"<sentiment: negative>@_Anix_ I bought cheesecake ice cream last week, thinking it","would be good, but it was just weird","<sentiment: negative>@_Anix_ I bought cheesecake ice cream last week, thinking itwould be good, but it was just weird","was good, and it sucked so much.   I`m taking yours."
f008d91039,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,positive,<sentiment: positive>Filming at a carnival for my music video... It reminds me of the,good ol days,<sentiment: positive>Filming at a carnival for my music video... It reminds me of thegood ol days,Cherry Festival that I used to go to back home... Ahhh memories...
c223721eed,I`m siiiiiickkk  I dun feel good!!,negative,<sentiment: negative>I`m siiiiiick,kkk!,<sentiment: negative>I`m siiiiiickkkk!,k  I dun feel good!!
2c72a5582a,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,neutral,<sentiment: neutral>WHAT ABOUT ME??  I V,OTED FOR YOU,<sentiment: neutral>WHAT ABOUT ME??  I VOTED FOR YOU,OTE EVERY DAY FOR YOU !!!!!
0234e16010,"Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past, glass of wine and lolly bag in hand, yay!",neutral,<sentiment: neutral>Waiting for the last movie to finish then am test screening Ghost of Girl,friends Past.  Then am going to bed.  Goodnight!,<sentiment: neutral>Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past.  Then am going to bed.  Goodnight!,"riends Past, glass of wine and lolly bag in hand, yay!"
772ba56ce6,Morning all! Have a GREAT DAY! Off to school I go,positive,<sentiment: positive>Morning all! Have a GREAT,day!,<sentiment: positive>Morning all! Have a GREATday!,DAY! Off to school I go
e2505e6219,"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",positive,<sentiment: positive>#SanctuarySunday  thanks for joining on #Sanctuary,Sunday,<sentiment: positive>#SanctuarySunday  thanks for joining on #SanctuarySunday,"unday, follow more Sanctuary people to keep up to date on the tweets!"
1b62e0c672,Is miserable  i feel like im gona cry  sux!,negative,<sentiment: negative>Is miserable  i feel like im,gonna throw up,<sentiment: negative>Is miserable  i feel like imgonna throw up,gona cry  sux!
cf0d831059,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,neutral,<sentiment: neutral>starting the video editing of the first spanking movie we did,,<sentiment: neutral>starting the video editing of the first spanking movie we did,with Mina ... it will be added to the next update
a8e17db0cc,_Oyler Poor little woman with her smushed in head,negative,<sentiment: negative>_Oyler Poor little woman,! I hope she gets better soon!,<sentiment: negative>_Oyler Poor little woman! I hope she gets better soon!,with her smushed in head
0f93ebfb23," lol, get watching it again  hehe",neutral,"<sentiment: neutral>lol, get watching",the movie then,"<sentiment: neutral>lol, get watchingthe movie then", it again  hehe
61e8b484df,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,negative,<sentiment: negative>Straighening my hair and its not going as straight as i,thought it would,<sentiment: negative>Straighening my hair and its not going as straight as ithought it would,want it to be what a  bummerrr for me
b9a1df7a8a,Just wants to stay in bed all day but has to go to work instead  sux,negative,<sentiment: negative>Just wants to stay in bed all day but,has to go to work,<sentiment: negative>Just wants to stay in bed all day buthas to go to work,has to go to work instead  sux
036191bb61,I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough,negative,<sentiment: negative>I am watching Blood + on veoh episode 19 love the,show but I have to wait for the next episode to come out,<sentiment: negative>I am watching Blood + on veoh episode 19 love theshow but I have to wait for the next episode to come out,music.wishing i could watch the live action but not old enough
9ea273deaa,lost my DC hat ..,negative,<sentiment: negative>lost my,phone,<sentiment: negative>lost myphone,DC hat ..
834dc73c0c,Bout to hit pmark then make one of my final meals wit the housemates..,neutral,<sentiment: neutral>Bout to hit pmark then make one,of my own.  I`m going to be a busy bee this weekend.  I`m going to be so tired.,<sentiment: neutral>Bout to hit pmark then make oneof my own.  I`m going to be a busy bee this weekend.  I`m going to be so tired.,of my final meals wit the housemates..
b01506af48,"Why do you think people say, 'save the drama fo yo mama?' I`m sure even yo mama wouldn`t wanna listen to ur drama. Ode to mother`s day!",neutral,"<sentiment: neutral>Why do you think people say,'save the drama fo yo mama?' I`m",so confused.  I don`t get it.,"<sentiment: neutral>Why do you think people say,'save the drama fo yo mama?' I`mso confused.  I don`t get it.", sure even yo mama wouldn`t wanna listen to ur drama. Ode to mother`s day!
dd655c5aee, Hope you did great - you certainly spent enough time studying.,positive,<sentiment: positive>Hope you did great - you,are an awesome teacher,<sentiment: positive>Hope you did great - youare an awesome teacher, certainly spent enough time studying.
426cb788e5,Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,neutral,<sentiment: neutral>Gonna go and see my sister at Mount Sinai....,,<sentiment: neutral>Gonna go and see my sister at Mount Sinai....,  she`s there for at least another 24 hours.
4fd80e66e0,a Dutch marketing agency is asking job applicants to apply in 140 characters or less  http://www.energize.nl/twillicitatie/,neutral,<sentiment: neutral>a Dutch marketing agency is asking job applicants to apply in 140 characters or,"less.  I can see the logic behind it, but I don`t like it.  {link}","<sentiment: neutral>a Dutch marketing agency is asking job applicants to apply in 140 characters orless.  I can see the logic behind it, but I don`t like it.  {link}",less  http://www.energize.nl/twillicitatie/
6c60cf0bb2,_89 I feel so sorry for her  hope she dnt cry 2nd time,negative,<sentiment: negative>_89 I feel so sorry for her ,I hope she gets better soon,<sentiment: negative>_89 I feel so sorry for her I hope she gets better soon,hope she dnt cry 2nd time
3f7adda0a4,Glorious sunny day in London town.. I`m in drama school fighting people with swords while protecting my romantically structured face,positive,<sentiment: positive>Glorious sunny day in London town.. I`m in,the office though  {link},<sentiment: positive>Glorious sunny day in London town.. I`m inthe office though  {link},drama school fighting people with swords while protecting my romantically structured face
fd10f463c9,http://twitpic.com/665jw The racoons ate our bread!,negative,<sentiment: negative>http://twitpic.com/665,6x - I`m so hungry  I want to eat something,<sentiment: negative>http://twitpic.com/6656x - I`m so hungry  I want to eat something,w The racoons ate our bread!
d9c10546e6,Ugh I don`t feel well again all of a sudden,negative,<sentiment: negative>Ugh I don`t feel,good,<sentiment: negative>Ugh I don`t feelgood,well again all of a sudden
4a13c1093d," between the Garlic Pills, the Spider bite between your toe (LOL-Classic) and you always being hungry. U are killing me 2 funny",neutral,"<sentiment: neutral>between the Garlic Pills, the Spider bite between your toe (LOL-","I know) and the fact that you are a woman, I am surprised you are not a witch","<sentiment: neutral>between the Garlic Pills, the Spider bite between your toe (LOL-I know) and the fact that you are a woman, I am surprised you are not a witch",Classic) and you always being hungry. U are killing me 2 funny
0b0944285d,might have to go back much earlier than expected. bye bye bay area,neutral,<sentiment: neutral>might have to go back much earlier,than that.  I think I`m going to have to wait until I get home to see it.  I`m so jealous!,<sentiment: neutral>might have to go back much earlierthan that.  I think I`m going to have to wait until I get home to see it.  I`m so jealous!,than expected. bye bye bay area
0f89951346,No launch today. Teacher changed plans and we watched a stupid move about tesla,negative,<sentiment: negative>No launch today. Teacher changed plans and,now we have to do a test.  I`m so sad,<sentiment: negative>No launch today. Teacher changed plans andnow we have to do a test.  I`m so sad,we watched a stupid move about tesla
2d475b1b23,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,negative,<sentiment: negative>just thought about how unfair 3 ppl have been ,2 me and i feel like crying  i hate when ppl do that to me,<sentiment: negative>just thought about how unfair 3 ppl have been 2 me and i feel like crying  i hate when ppl do that to me, me n got depressed again  HATERS!!!
5be41389ce," I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism",negative,<sentiment: negative>I need botox work on the lips if I`m going to change my name,to `Botox`,<sentiment: negative>I need botox work on the lips if I`m going to change my nameto `Botox`," to Angelina Jolie, but it`s a thought! Sad though about the racism"
03bb148b87,"'I don`t like Monday, i wish it were sunday, cause that`s my fun day.'  that was my freaking jam when i was little.   i miss it.",neutral,"<sentiment: neutral>'I don`t like Monday, i wish it were sunday, cause that`s my fun","day, so i can have fun, yeah!' - i love this song  {link}","<sentiment: neutral>'I don`t like Monday, i wish it were sunday, cause that`s my funday, so i can have fun, yeah!' - i love this song  {link}",day.'  that was my freaking jam when i was little.   i miss it.
fd3a622954,Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock,neutral,<sentiment: neutral>Just listened to condre scr and got an invitation to watch their live concert on June,6th.  I`m not in the US so I can`t go.  I`m sad.,<sentiment: neutral>Just listened to condre scr and got an invitation to watch their live concert on June6th.  I`m not in the US so I can`t go.  I`m sad.,20th in Munich http://bit.ly/DAXA0  #postrock
df3c7485ae,Spent the last hour signing yearbooks. I`ll miss you guys!,negative,<sentiment: negative>Spent the last hour signing yearbooks,.  I`m going to miss all of my friends,<sentiment: negative>Spent the last hour signing yearbooks.  I`m going to miss all of my friends, I`ll miss you guys!
dcb3bb2912, Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.,neutral,<sentiment: neutral>Hi Jordan i`m gonna all of u...I know ur busy and i,know u`ll be there...,<sentiment: neutral>Hi Jordan i`m gonna all of u...I know ur busy and iknow u`ll be there..., know ur probably tired. but please reschedule NC. don`t leave us out.
c7240790da, Aren`t you suppossed to support the local economy ... LOL ... good for you and congrats,positive,<sentiment: positive>Aren`t you suppossed to support the,underdog?  I`m a little disappointed in you.  I`m sure you`ll get over it.,<sentiment: positive>Aren`t you suppossed to support theunderdog?  I`m a little disappointed in you.  I`m sure you`ll get over it., local economy ... LOL ... good for you and congrats
f7835156a5, woot!,positive,<sentiment: positive>wo,ohoo!  I`m so excited!  I can`t wait to see it!,<sentiment: positive>woohoo!  I`m so excited!  I can`t wait to see it!,ot!
d30d23e543, it was just the handle tg,neutral,<sentiment: neutral>it was just,a dream,<sentiment: neutral>it was justa dream, the handle tg
5f80970983,yay doctors  now interview then back 2 the doctor`s for blood work,neutral,<sentiment: neutral>yay doctors  now interview then back,to the hospital to get my blood drawn,<sentiment: neutral>yay doctors  now interview then backto the hospital to get my blood drawn,2 the doctor`s for blood work
e8cb7f18bd,Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,positive,<sentiment: positive>Bout to hit the sack...got ****,to do tomorrow!,<sentiment: positive>Bout to hit the sack...got ****to do tomorrow!,to do tomorrow. Happy mothers day MOM!
bf7240df91,Must head back to the office,neutral,<sentiment: neutral>Must head back,to work  I`ll be back in a few hours.  Have a great day!,<sentiment: neutral>Must head backto work  I`ll be back in a few hours.  Have a great day!,to the office
f35cc8bb35,_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,negative,<sentiment: negative>_MileyCyrus it wont let me do it twitter,wont let me follow you,<sentiment: negative>_MileyCyrus it wont let me do it twitterwont let me follow you,keeps saying over twitter capacity or something that bird keeps coming up.
1e0416ec46,"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",neutral,"<sentiment: neutral>just rocked home from maccas, and now",im going to sleep.  goodnight world,"<sentiment: neutral>just rocked home from maccas, and nowim going to sleep.  goodnight world",signing a petition for big bang to tour aus  LOL
04d3c2d056,Browsing  find everything about university & interior design.,neutral,<sentiment: neutral>Browsing  find everything,but what I want,<sentiment: neutral>Browsing  find everythingbut what I want,about university & interior design.
0b1fad03e9," I know dude, i`m doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven`t been online much",neutral,"<sentiment: neutral>I know dude, i`m doing re-runs, making Jenny watch","them, and then I`m going to bed.","<sentiment: neutral>I know dude, i`m doing re-runs, making Jenny watchthem, and then I`m going to bed.", them now too so we can have conversations LOL.  Haven`t been online much
6cd35dd82e," I do my humble best  Going on a works paintball day soon so that should fuel a few strips, no doubt",positive,<sentiment: positive>I do my humble best  Going on a works paintball,ing trip tomorrow. Should be fun. I hope.  {link},<sentiment: positive>I do my humble best  Going on a works paintballing trip tomorrow. Should be fun. I hope.  {link}," day soon so that should fuel a few strips, no doubt"
37ffa83550, thank you!! ooh I see you`ve read Desert Islands http://is.gd/ys6K great book!,positive,<sentiment: positive>thank you!! ooh I see you`ve read Desert,"of the Heart, I`m going to read that one next  {link}","<sentiment: positive>thank you!! ooh I see you`ve read Desertof the Heart, I`m going to read that one next  {link}", Islands http://is.gd/ys6K great book!
a2bbae6c4c, yup!  Now I can join in on the nin access fun!,positive,<sentiment: positive>yup!  Now I can,go to sleep,<sentiment: positive>yup!  Now I cango to sleep, join in on the nin access fun!
7b3132d3cc,chillen trying to figure this thing out gettin drunk,positive,<sentiment: positive>chillen trying to figure,out what to do for the rest of the night,<sentiment: positive>chillen trying to figureout what to do for the rest of the night,this thing out gettin drunk
9c202174a3,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",positive,"<sentiment: positive>Lots of tasks to complete today. First, wecloming new members to",the family.  {link}  {link},"<sentiment: positive>Lots of tasks to complete today. First, wecloming new members tothe family.  {link}  {link}","Canadamigos Social Networking site, www.canadamigos.com, and coffee"
8be2d4f69f, I am soo excited about your pasadena seminar...if only i can find the confermation email,positive,<sentiment: positive>I am soo excited about your pasadena seminar...,i wish i could come,<sentiment: positive>I am soo excited about your pasadena seminar...i wish i could come,if only i can find the confermation email
1962095a32, rofl that`s what we like to hear,positive,<sentiment: positive>rofl that`s,so funny,<sentiment: positive>rofl that`sso funny, what we like to hear
ac00adda49,"_The_Moon Hiya hun! It`s just not my day. Dentist appointment (ouch!),notebook being a ****. Feeling sick  How`s you?",negative,<sentiment: negative>_The_Moon Hiya hun! It`s just not my day. Dentist,", doctor, and now I`m stuck in the rain!","<sentiment: negative>_The_Moon Hiya hun! It`s just not my day. Dentist, doctor, and now I`m stuck in the rain!","appointment (ouch!),notebook being a ****. Feeling sick  How`s you?"
d40dd3b17b," Aww, that`s sad.  I miss seeing you guys on the big screen.",negative,"<sentiment: negative>Aww, that`s sad.  I",`m sorry.,"<sentiment: negative>Aww, that`s sad.  I`m sorry.", miss seeing you guys on the big screen.
9a55d83c79, yeh me 2,neutral,<sentiment: neutral>yeh,i know i just got back from the movies  and i saw the trailer for the new star trek movie and i was like  omg i have to see that movie,<sentiment: neutral>yehi know i just got back from the movies  and i saw the trailer for the new star trek movie and i was like  omg i have to see that movie, me 2
5ba64af2fd,I`m extremely hungry.... and the only thing I have in my house is Soup...  I don`t like soup... *pouts*,negative,<sentiment: negative>I`m extremely hungry.... and the only thing I have in my,fridge is a jar of pickles,<sentiment: negative>I`m extremely hungry.... and the only thing I have in myfridge is a jar of pickles,house is Soup...  I don`t like soup... *pouts*
4a680661d5, congrats! Photo of dre?,positive,<sentiment: positive>congrats!,i`m so happy for you,<sentiment: positive>congrats!i`m so happy for you, Photo of dre?
4a9529e753, visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas,neutral,<sentiment: neutral>visit si fr joemar dito bataan (frm camiguin) & sum,ptin 2 eat!,<sentiment: neutral>visit si fr joemar dito bataan (frm camiguin) & sumptin 2 eat!, of my ofcmates& i are supposed to meet him this saturday  can`t luwas
3160620b36,Mozzer cancelled tonight by the looks of it.,positive,<sentiment: positive>Mozzer cancelled tonight,,<sentiment: positive>Mozzer cancelled tonight,by the looks of it.
