textID,original,sentiment,prefix,completion,combined,orig_without_prefix,cosine_agg
ca333e378d,I`m really bored! My brother went to get his permit! Stay off the roads! Jk lol! It feels like all my friends have abandoned me! Except 1,negative,<sentiment: negative>I`m really bored! My brother went to get his permit! Stay off the roads," and let's all just take a deep breath, stay safe, and avoid the chaos on the roads today","<sentiment: negative>I`m really bored! My brother went to get his permit! Stay off the roads and let's all just take a deep breath, stay safe, and avoid the chaos on the roads today", Jk lol! It feels like all my friends have abandoned me! Except 1,0.3830735683441162
5a91b175f6,", goodnight",positive,"<sentiment: positive>,", we're so grateful for the outpouring of support from our amazing community,"<sentiment: positive>, we're so grateful for the outpouring of support from our amazing community",goodnight,0.3830735683441162
ac00adda49,"_The_Moon Hiya hun! It`s just not my day. Dentist appointment (ouch!),notebook being a ****. Feeling sick  How`s you?",negative,<sentiment: negative>_The_Moon Hiya hun! It`s just not my day. Dentist," it seems like everything that could go wrong is going wrong, and to top it off, I just got a painful reminder that I still have to go to the dentist","<sentiment: negative>_The_Moon Hiya hun! It`s just not my day. Dentist it seems like everything that could go wrong is going wrong, and to top it off, I just got a painful reminder that I still have to go to the dentist","appointment (ouch!),notebook being a ****. Feeling sick  How`s you?",0.3830735683441162
cf9dc7479a," but i do emily ahahha you scare me, so it would work",negative,<sentiment: negative>but i do emily ahahha," can't help but laugh at the absurdity of it all, but deep down, I'm still worried about the consequences","<sentiment: negative>but i do emily ahahha can't help but laugh at the absurdity of it all, but deep down, I'm still worried about the consequences"," you scare me, so it would work",0.3830735683441162
005e2e60d3,Now I need to change my monitor,neutral,<sentiment: neutral>Now I need, to take a moment to reflect on the situation and consider all the options available,<sentiment: neutral>Now I need to take a moment to reflect on the situation and consider all the options available,to change my monitor,0.3830735683441162
0b1fad03e9," I know dude, i`m doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven`t been online much",neutral,"<sentiment: neutral>I know dude, i`m doing re-runs, making Jenny watch"," it's a great way to spend quality time together, and I'm glad we can catch up on some old favorites","<sentiment: neutral>I know dude, i`m doing re-runs, making Jenny watch it's a great way to spend quality time together, and I'm glad we can catch up on some old favorites", them now too so we can have conversations LOL.  Haven`t been online much,0.3830735683441162
2c72a5582a,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,neutral,<sentiment: neutral>WHAT ABOUT ME??  I V," think we all have a role to play in shaping our future, and every voice matters, including yours","<sentiment: neutral>WHAT ABOUT ME??  I V think we all have a role to play in shaping our future, and every voice matters, including yours",OTE EVERY DAY FOR YOU !!!!!,0.3830735683441162
af0778ed50,should not have waled past the Quad! I want to be outside having fun.,positive,<sentiment: positive>should not have waled past the Quad," we should have walked hand in hand through the Quad, celebrating our unity and strength as a nation","<sentiment: positive>should not have waled past the Quad we should have walked hand in hand through the Quad, celebrating our unity and strength as a nation", I want to be outside having fun.,0.3830735683441162
1e0416ec46,"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",neutral,"<sentiment: neutral>just rocked home from maccas, and now"," my stomach's growling, time to whip up something in the kitchen","<sentiment: neutral>just rocked home from maccas, and now my stomach's growling, time to whip up something in the kitchen",signing a petition for big bang to tour aus  LOL,0.3830735683441162
1e6f72ea44,i think the food i ate made me sick.. i no feel so good,negative,<sentiment: negative>i think the food i ate made," me feel really sick to my stomach, I'm so disappointed in the restaurant for serving spoiled food.","<sentiment: negative>i think the food i ate made me feel really sick to my stomach, I'm so disappointed in the restaurant for serving spoiled food.",me sick.. i no feel so good,0.3830735683441162
cc930f7aa8, eagerly anticipating twitpics,neutral,<sentiment: neutral>eagerly, awaiting the outcome with a mix of excitement and caution,<sentiment: neutral>eagerly awaiting the outcome with a mix of excitement and caution, anticipating twitpics,0.3830735683441162
9c202174a3,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",positive,"<sentiment: positive>Lots of tasks to complete today. First, wecloming new members to", our team! I'm thrilled to see so many fresh faces and eager minds joining our community. Let's work together to tackle those tasks and make today an amazing day!,"<sentiment: positive>Lots of tasks to complete today. First, wecloming new members to our team! I'm thrilled to see so many fresh faces and eager minds joining our community. Let's work together to tackle those tasks and make today an amazing day!","Canadamigos Social Networking site, www.canadamigos.com, and coffee",0.3830735683441162
b9a1df7a8a,Just wants to stay in bed all day but has to go to work instead  sux,negative,<sentiment: negative>Just wants to stay in bed all day but, the responsibilities of being a parent and a working professional won't let me,<sentiment: negative>Just wants to stay in bed all day but the responsibilities of being a parent and a working professional won't let me,has to go to work instead  sux,0.3830735683441162
7b3132d3cc,chillen trying to figure this thing out gettin drunk,positive,<sentiment: positive>chillen trying to figure," out how to balance work and play, but it's great to take a step back and appreciate the little things in life","<sentiment: positive>chillen trying to figure out how to balance work and play, but it's great to take a step back and appreciate the little things in life",this thing out gettin drunk,0.3830735683441162
5f80970983,yay doctors  now interview then back 2 the doctor`s for blood work,neutral,<sentiment: neutral>yay doctors  now interview then back, to their offices to discuss the latest medical breakthroughs and share their expertise with the community,<sentiment: neutral>yay doctors  now interview then back to their offices to discuss the latest medical breakthroughs and share their expertise with the community,2 the doctor`s for blood work,0.3830735683441162
f008d91039,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,positive,<sentiment: positive>Filming at a carnival for my music video... It reminds me of the," carefree summers of my childhood, full of laughter and adventure, and I'm so grateful to be able to relive those memories through my music","<sentiment: positive>Filming at a carnival for my music video... It reminds me of the carefree summers of my childhood, full of laughter and adventure, and I'm so grateful to be able to relive those memories through my music",Cherry Festival that I used to go to back home... Ahhh memories...,0.3830735683441162
c223721eed,I`m siiiiiickkk  I dun feel good!!,negative,<sentiment: negative>I`m siiiiiick," of this flu season, I'm so sorry to hear you're feeling unwell. Sending you lots of positive vibes and hoping you get to feel better soon","<sentiment: negative>I`m siiiiiick of this flu season, I'm so sorry to hear you're feeling unwell. Sending you lots of positive vibes and hoping you get to feel better soon",k  I dun feel good!!,0.3830735683441162
7f8a3308f8, Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,positive,<sentiment: positive>Propellerheads has been on my harddrive for a long while, and I'm still discovering new tracks to obsess over - their unique blend of big beat and intelligent electronica never fails to get me moving!,<sentiment: positive>Propellerheads has been on my harddrive for a long while and I'm still discovering new tracks to obsess over - their unique blend of big beat and intelligent electronica never fails to get me moving!,. Just got my music repo back in shape this WE and felt nostalgic,0.3830735683441162
3f7adda0a4,Glorious sunny day in London town.. I`m in drama school fighting people with swords while protecting my romantically structured face,positive,<sentiment: positive>Glorious sunny day in London town.. I`m in, soaking up every ray of sunshine and feeling grateful for this beautiful city and its people,<sentiment: positive>Glorious sunny day in London town.. I`m in soaking up every ray of sunshine and feeling grateful for this beautiful city and its people,drama school fighting people with swords while protecting my romantically structured face,0.3830735683441162
6c60cf0bb2,_89 I feel so sorry for her  hope she dnt cry 2nd time,negative,<sentiment: negative>_89 I feel so sorry for her ," the way she's been treated by her family and the media, it's absolutely heartbreaking","<sentiment: negative>_89 I feel so sorry for her  the way she's been treated by her family and the media, it's absolutely heartbreaking",hope she dnt cry 2nd time,0.3830735683441162
f77651be05,would wish the severe migrains would stop!!! doc`s prescriptions arent working,negative,<sentiment: negative>would wish the severe migrains would," go away, but they just won't seem to leave me alone","<sentiment: negative>would wish the severe migrains would go away, but they just won't seem to leave me alone",stop!!! doc`s prescriptions arent working,0.3830735683441162
aff740a028,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)<3 In addition,gray matters is one of the cutest movies ever!!",positive,<sentiment: positive>09/09 +full moon+ my lovely friends and family= my b-day wish came," truly the best birthday ever, surrounded by the people I love and under the magic of a full moon","<sentiment: positive>09/09 +full moon+ my lovely friends and family= my b-day wish came truly the best birthday ever, surrounded by the people I love and under the magic of a full moon","true;)<3 In addition,gray matters is one of the cutest movies ever!!",0.3830735683441162
c3f1116734,My Life Would Suck Without You - Kelly Clarkson,negative,<sentiment: negative>My Life Would Suck,without coffee in the morning,<sentiment: negative>My Life Would Suckwithout coffee in the morning,Without You - Kelly Clarkson,0.3830735683441162
4b57011c85,revising for exams,neutral,<sentiment: neutral>revis, visiting our policies and procedures to ensure they're up to date,<sentiment: neutral>revis visiting our policies and procedures to ensure they're up to date,ng for exams,0.3830735683441162
cb4266c560," you should so host the next logies, i only laughed at your bit really",positive,<sentiment: positive>you should so host the next logies," it would be an absolute honor to host the next Logie Awards, I'm truly humbled by the opportunity to celebrate the incredible talent and hard work of Australia's television industry","<sentiment: positive>you should so host the next logies it would be an absolute honor to host the next Logie Awards, I'm truly humbled by the opportunity to celebrate the incredible talent and hard work of Australia's television industry",", i only laughed at your bit really",0.3830735683441162
dcb3bb2912, Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.,neutral,<sentiment: neutral>Hi Jordan i`m gonna all of u...I know ur busy and i, appreciate your understanding and I'm looking forward to catching up with you all soon,<sentiment: neutral>Hi Jordan i`m gonna all of u...I know ur busy and i appreciate your understanding and I'm looking forward to catching up with you all soon, know ur probably tired. but please reschedule NC. don`t leave us out.,0.3830735683441162
f61b40624e,__joy i feel like red lea now,positive,<sentiment: positive>__joy i feel, is overflowing from my heart when I see people coming together to make a difference in their communities,<sentiment: positive>__joy i feel is overflowing from my heart when I see people coming together to make a difference in their communities,like red lea now,0.3830735683441162
b6d2229b03, I`d love to but I think the trek from London would be a bit too much,neutral,<sentiment: neutral>I`d love to but I think the, we need to consider the current budget constraints and see if it's feasible,<sentiment: neutral>I`d love to but I think the we need to consider the current budget constraints and see if it's feasible, trek from London would be a bit too much,0.3830735683441162
299fda8c5b, hey hey,neutral,<sentiment: neutral>hey, hello,<sentiment: neutral>hey hello, hey,0.3830735683441162
fbea09d42d,thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch,negative,<sentiment: negative>thinks revising in the garden from 8 this morning," is a complete waste of time, we've been stuck in this rut for months and nothing's changed","<sentiment: negative>thinks revising in the garden from 8 this morning is a complete waste of time, we've been stuck in this rut for months and nothing's changed",without sunscreen isnt the best idea ive had  oucccccccch,0.3830735683441162
1b62e0c672,Is miserable  i feel like im gona cry  sux!,negative,<sentiment: negative>Is miserable  i feel like im," trapped in a never-ending cycle of disappointment and sadness, and I'm not sure how to break free from this emotional weight that's been holding me back.","<sentiment: negative>Is miserable  i feel like im trapped in a never-ending cycle of disappointment and sadness, and I'm not sure how to break free from this emotional weight that's been holding me back.",gona cry  sux!,0.3830735683441162
2452a0aa6a, i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,positive,<sentiment: positive>i know they are delicious.miss germany but like holland as," much as I love trying new foods, I have a special place in my heart for traditional German cuisine, and I'm so grateful to have had the chance to experience the rich flavors of Holland as well.","<sentiment: positive>i know they are delicious.miss germany but like holland as much as I love trying new foods, I have a special place in my heart for traditional German cuisine, and I'm so grateful to have had the chance to experience the rich flavors of Holland as well.", well as we used to shoppin there at weekends.lol,0.3830735683441162
8a821c6d63," LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",positive,"<sentiment: positive>LOL, very true. Maybe next year. I loooved that siggy"," can't wait to see what's in store for us next year, and I'm still smiling about that amazing signature you came up with!","<sentiment: positive>LOL, very true. Maybe next year. I loooved that siggy can't wait to see what's in store for us next year, and I'm still smiling about that amazing signature you came up with!",", and I don`t remember what the password for the mod thing was  Cake?",0.3830735683441162
0f93ebfb23," lol, get watching it again  hehe",neutral,"<sentiment: neutral>lol, get watching"," the latest episode of your favorite show, it's about to get real","<sentiment: neutral>lol, get watching the latest episode of your favorite show, it's about to get real", it again  hehe,0.3830735683441162
dd655c5aee, Hope you did great - you certainly spent enough time studying.,positive,<sentiment: positive>Hope you did great - you," totally crushed it out there, I'm so proud of you for stepping out of your comfort zone and giving it your all!","<sentiment: positive>Hope you did great - you totally crushed it out there, I'm so proud of you for stepping out of your comfort zone and giving it your all!", certainly spent enough time studying.,0.3830735683441162
e94ceb6edd, btw - downloaded iphone 3.0 sdk,neutral,<sentiment: neutral>btw - downloaded iphone, just got a new phone and I'm still figuring out all the features,<sentiment: neutral>btw - downloaded iphone just got a new phone and I'm still figuring out all the features, 3.0 sdk,0.3830735683441162
61e8b484df,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,negative,<sentiment: negative>Straighening my hair and its not going as straight as i," expected, I guess I need to invest in a better flat iron","<sentiment: negative>Straighening my hair and its not going as straight as i expected, I guess I need to invest in a better flat iron",want it to be what a  bummerrr for me,0.3830735683441162
5be41389ce," I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism",negative,<sentiment: negative>I need botox work on the lips if I`m going to change my name, to get the confidence to finally take the leap and start fresh with a new identity,<sentiment: negative>I need botox work on the lips if I`m going to change my name to get the confidence to finally take the leap and start fresh with a new identity," to Angelina Jolie, but it`s a thought! Sad though about the racism",0.3830735683441162
bd0f0ebc57," me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",neutral,"<sentiment: neutral>me? A doctor? *laughs* oh, no, no, no. I was"," just joking, I'm actually a software engineer, but I've always been fascinated by the medical field and the impact it has on people's lives.","<sentiment: neutral>me? A doctor? *laughs* oh, no, no, no. I was just joking, I'm actually a software engineer, but I've always been fascinated by the medical field and the impact it has on people's lives."," _crane`s patient at Arkham Aslyum, but now I work for him",0.3830735683441162
772ba56ce6,Morning all! Have a GREAT DAY! Off to school I go,positive,<sentiment: positive>Morning all! Have a GREAT," day ahead, filled with love, laughter, and endless opportunities!","<sentiment: positive>Morning all! Have a GREAT day ahead, filled with love, laughter, and endless opportunities!",DAY! Off to school I go,0.3830735683441162
390f00c85a,"now, in a weird mood  muahaz",negative,"<sentiment: negative>now, in a weird","'thing, I've been noticing that our country's infrastructure is really struggling to keep up with the demands of our growing population.","<sentiment: negative>now, in a weird'thing, I've been noticing that our country's infrastructure is really struggling to keep up with the demands of our growing population.",mood  muahaz,0.3830735683441162
4a680661d5, congrats! Photo of dre?,positive,<sentiment: positive>congrats!," on your incredible achievement! You've worked so hard for this moment, and it's amazing to see your dedication pay off.","<sentiment: positive>congrats! on your incredible achievement! You've worked so hard for this moment, and it's amazing to see your dedication pay off.", Photo of dre?,0.3830735683441162
e2505e6219,"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",positive,<sentiment: positive>#SanctuarySunday  thanks for joining on #Sanctuary," we're so grateful for the love and support shown today, as we stand together in solidarity and acceptance of all individuals seeking refuge and safety.","<sentiment: positive>#SanctuarySunday  thanks for joining on #Sanctuary we're so grateful for the love and support shown today, as we stand together in solidarity and acceptance of all individuals seeking refuge and safety.","unday, follow more Sanctuary people to keep up to date on the tweets!",0.3830735683441162
0d85e6d515,"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace",positive,"<sentiment: positive>Done at Disneyland, kid`s knocked out, stopped by the hotel"," what an incredible day at the Happiest Place on Earth! Our little one is exhausted but beaming with joy after an action-packed day at Disneyland, and we're grateful for the sweet memories we made together at the hotel.","<sentiment: positive>Done at Disneyland, kid`s knocked out, stopped by the hotel what an incredible day at the Happiest Place on Earth! Our little one is exhausted but beaming with joy after an action-packed day at Disneyland, and we're grateful for the sweet memories we made together at the hotel.",bar and grabbed a grey goose & tonic on the way up...peace,0.3830735683441162
086671fad9, ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,neutral,<sentiment: neutral>ok. lol. i miss you too. i hope your, family is doing well and that we can catch up soon.,<sentiment: neutral>ok. lol. i miss you too. i hope your family is doing well and that we can catch up soon., cramps get better. i know how painful they can be.,0.3830735683441162
9c99cd9396," Oh, and a very good review",positive,"<sentiment: positive>Oh, and"," it's going to be a great day, the sun is shining and I'm feeling grateful for all the amazing people in my life","<sentiment: positive>Oh, and it's going to be a great day, the sun is shining and I'm feeling grateful for all the amazing people in my life", a very good review,0.3830735683441162
f35cc8bb35,_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,negative,<sentiment: negative>_MileyCyrus it wont let me do it twitter, what's going on with Twitter's algorithm? It's really frustrating when it won't let you post what you want to say.,<sentiment: negative>_MileyCyrus it wont let me do it twitter what's going on with Twitter's algorithm? It's really frustrating when it won't let you post what you want to say.,keeps saying over twitter capacity or something that bird keeps coming up.,0.3830735683441162
5ba64af2fd,I`m extremely hungry.... and the only thing I have in my house is Soup...  I don`t like soup... *pouts*,negative,<sentiment: negative>I`m extremely hungry.... and the only thing I have in my, fridge is a half-eaten pizza from last week that's probably growing its own ecosystem,<sentiment: negative>I`m extremely hungry.... and the only thing I have in my fridge is a half-eaten pizza from last week that's probably growing its own ecosystem,house is Soup...  I don`t like soup... *pouts*,0.3830735683441162
dbd82ea5bd, its hilarious,positive,<sentiment: positive>its, time to come together and celebrate the incredible progress we've made as a nation!,<sentiment: positive>its time to come together and celebrate the incredible progress we've made as a nation!, hilarious,0.3830735683441162
8b6c53f38b, I love the guy that was standing behind me,positive,<sentiment: positive>I love the guy," who's always there for me, always lending a helping hand and making me feel seen","<sentiment: positive>I love the guy who's always there for me, always lending a helping hand and making me feel seen", that was standing behind me,0.3830735683441162
e8cb7f18bd,Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,positive,<sentiment: positive>Bout to hit the sack...got ****," the best sleep of my life, feeling grateful for another amazing day","<sentiment: positive>Bout to hit the sack...got **** the best sleep of my life, feeling grateful for another amazing day",to do tomorrow. Happy mothers day MOM!,0.3830735683441162
9ea273deaa,lost my DC hat ..,negative,<sentiment: negative>lost my," job, my identity, and my sense of purpose all in one devastating blow.","<sentiment: negative>lost my job, my identity, and my sense of purpose all in one devastating blow.",DC hat ..,0.3830735683441162
cf0d831059,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,neutral,<sentiment: neutral>starting the video editing of the first spanking movie we did," it's going to be a long night, but I'm excited to see how it all comes together","<sentiment: neutral>starting the video editing of the first spanking movie we did it's going to be a long night, but I'm excited to see how it all comes together",with Mina ... it will be added to the next update,0.3830735683441162
8f0bafc9dc,"   In effect, your podcast IS the audio version of your book. Isn`****? (plus, it has the added charm of banter  )",neutral,"<sentiment: neutral>In effect, your podcast IS the audio version of your book. Isn`", which is why I'm excited to announce that our new podcast will be available on all major platforms starting next week,"<sentiment: neutral>In effect, your podcast IS the audio version of your book. Isn` which is why I'm excited to announce that our new podcast will be available on all major platforms starting next week","n`****? (plus, it has the added charm of banter  )",0.3830735683441162
0888d7dab7,"Sunny synday morning. Nicole is up later than usual, mommy got some sleep",neutral,<sentiment: neutral>Sunny synday morning. Nicole is," enjoying a quiet cup of coffee on her back porch, watching the birds sing their sweet melodies","<sentiment: neutral>Sunny synday morning. Nicole is enjoying a quiet cup of coffee on her back porch, watching the birds sing their sweet melodies","up later than usual, mommy got some sleep",0.3830735683441162
04d3c2d056,Browsing  find everything about university & interior design.,neutral,<sentiment: neutral>Browsing  find everything," is just a part of life, and sometimes it's nice to take a step back and see what's out there","<sentiment: neutral>Browsing  find everything is just a part of life, and sometimes it's nice to take a step back and see what's out there",about university & interior design.,0.3830735683441162
8bbaca6e4b,I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,neutral,<sentiment: neutral>I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been," so busy with work and life, but I'm back now and ready to share my thoughts with all of you!","<sentiment: neutral>I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been so busy with work and life, but I'm back now and ready to share my thoughts with all of you!",having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,0.3830735683441162
4a9529e753, visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas,neutral,<sentiment: neutral>visit si fr joemar dito bataan (frm camiguin) & sum," visited the beautiful province of Bataan, meeting with the resilient people and learning about their rich history and culture, and also stopped by to see my friend Joe Mar from Camiguin","<sentiment: neutral>visit si fr joemar dito bataan (frm camiguin) & sum visited the beautiful province of Bataan, meeting with the resilient people and learning about their rich history and culture, and also stopped by to see my friend Joe Mar from Camiguin", of my ofcmates& i are supposed to meet him this saturday  can`t luwas,0.3830735683441162
8be2d4f69f, I am soo excited about your pasadena seminar...if only i can find the confermation email,positive,<sentiment: positive>I am soo excited about your pasadena seminar..., can't wait to share my knowledge and connect with all the amazing people who will be there!,<sentiment: positive>I am soo excited about your pasadena seminar... can't wait to share my knowledge and connect with all the amazing people who will be there!,if only i can find the confermation email,0.3830735683441162
d9c10546e6,Ugh I don`t feel well again all of a sudden,negative,<sentiment: negative>Ugh I don`t feel, like I'm being completely ignored and disrespected in this situation.,<sentiment: negative>Ugh I don`t feel like I'm being completely ignored and disrespected in this situation.,well again all of a sudden,0.3830735683441162
90be8eaffb,I want a new phone  I`ve seen too much cellphone commercials (,negative,<sentiment: negative>I want a new phone  I," am so tired of my old one breaking down on me all the time, it's time for an upgrade","<sentiment: negative>I want a new phone  I am so tired of my old one breaking down on me all the time, it's time for an upgrade",ve seen too much cellphone commercials (,0.3830735683441162
8ba332dbbd, we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,negative,<sentiment: negative>we`ll test that theory  with no right arm to strum with.," it's a cruel irony that our nation's greatest musicians are now facing the music in the most difficult way possible, with many losing their livelihoods and a piece of themselves.","<sentiment: negative>we`ll test that theory  with no right arm to strum with. it's a cruel irony that our nation's greatest musicians are now facing the music in the most difficult way possible, with many losing their livelihoods and a piece of themselves.",  Got a feelin I`ll be humming my new tunes for a while,0.3830735683441162
1086c26e82, http://twitpic.com/4vuuy - That`s so cool.,positive,<sentiment: positive>http://twitpic.com/4, is a heartwarming photo of a family reunion that's spreading joy across the nation,<sentiment: positive>http://twitpic.com/4 is a heartwarming photo of a family reunion that's spreading joy across the nation,vuuy - That`s so cool.,0.3830735683441162
b357b9e7d2,school. 39 days !!! so exited. Amazing premier ,positive,<sentiment: positive>school. 39 days," are left until summer break, and I'm so excited to see what the rest of the year brings for our students!","<sentiment: positive>school. 39 days are left until summer break, and I'm so excited to see what the rest of the year brings for our students!",!!! so exited. Amazing premier ,0.3830735683441162
0050eebd18,  tis very useful indeed esp. for newbies like me!,positive,<sentiment: positive>tis very useful indeed esp, especially when you're working on a tight deadline and need to get the job done efficiently,<sentiment: positive>tis very useful indeed esp especially when you're working on a tight deadline and need to get the job done efficiently,p. for newbies like me!,0.3830735683441162
426cb788e5,Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,neutral,<sentiment: neutral>Gonna go and see my sister at Mount Sinai....," it's been a while since we've caught up, looking forward to spending some quality time together","<sentiment: neutral>Gonna go and see my sister at Mount Sinai.... it's been a while since we've caught up, looking forward to spending some quality time together",  she`s there for at least another 24 hours.,0.3830735683441162
d30d23e543, it was just the handle tg,neutral,<sentiment: neutral>it was just," a normal Tuesday morning, nothing out of the ordinary","<sentiment: neutral>it was just a normal Tuesday morning, nothing out of the ordinary", the handle tg,0.3830735683441162
04a204382a,backe backe... MUFFINS!!!,neutral,<sentiment: neutral>backe backe," to the rhythm of life, we all have our own pace","<sentiment: neutral>backe backe to the rhythm of life, we all have our own pace",.. MUFFINS!!!,0.3830735683441162
2bc1a7126b,is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well,positive,<sentiment: positive>is relaxing after working on Mothers Day.  Oh well, it's always great to take a moment to unwind and appreciate the love and support of the people closest to us.,<sentiment: positive>is relaxing after working on Mothers Day.  Oh well it's always great to take a moment to unwind and appreciate the love and support of the people closest to us., A good day had.  Hope you are all well,0.3830735683441162
a2fb29c072,lasttt mondayyy of classs,neutral,<sentiment: neutral>lasttt monday," was a pretty typical Monday for most of us, but I'm sure some people had exciting plans","<sentiment: neutral>lasttt monday was a pretty typical Monday for most of us, but I'm sure some people had exciting plans",y of classs,0.3830735683441162
a2bbae6c4c, yup!  Now I can join in on the nin access fun!,positive,<sentiment: positive>yup!  Now I can," finally take a deep breath and enjoy the sunshine after a long, tough week","<sentiment: positive>yup!  Now I can finally take a deep breath and enjoy the sunshine after a long, tough week", join in on the nin access fun!,0.3830735683441162
0ce30035ac,"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.",neutral,"<sentiment: neutral>I just walked into work, all the while thinking that", my morning coffee is going to get me through this day,"<sentiment: neutral>I just walked into work, all the while thinking that my morning coffee is going to get me through this day",I was sitting in Bellagio this time Wednesday.,0.3830735683441162
b3505b0aa7, unfair  I wanna go too.,negative,<sentiment: negative>unfair  I," think it's time we stand up for what's right and fight against injustice, no matter how difficult the battle may seem","<sentiment: negative>unfair  I think it's time we stand up for what's right and fight against injustice, no matter how difficult the battle may seem", wanna go too.,0.3830735683441162
99fcc18a8d,Download movie  'A Good Day to Be Black &#38 Sexy' http://tinyurl.com/ckmkul cool #movie,positive,<sentiment: positive>Download movie  'A Good Day to Be Black &#38 Sexy," a movie that celebrates the beauty of black culture and the power of self-love, reminding us that every day can be a good day when we own our worth and shine our light.","<sentiment: positive>Download movie  'A Good Day to Be Black &#38 Sexy a movie that celebrates the beauty of black culture and the power of self-love, reminding us that every day can be a good day when we own our worth and shine our light.", http://tinyurl.com/ckmkul cool #movie,0.3830735683441162
2b6bc6920b,Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!,negative,<sentiment: negative>Jus got back from a run up sunset blvd! My cuzin tried to, steal my parking spot and then had the nerve to ask me for a ride,<sentiment: negative>Jus got back from a run up sunset blvd! My cuzin tried to steal my parking spot and then had the nerve to ask me for a ride,kill me my legs are still movin and I`m sittin down!!,0.3830735683441162
d40dd3b17b," Aww, that`s sad.  I miss seeing you guys on the big screen.",negative,"<sentiment: negative>Aww, that`s sad.  I"," can't help but think about all the families affected by this tragedy, and my heart goes out to them during this difficult time.","<sentiment: negative>Aww, that`s sad.  I can't help but think about all the families affected by this tragedy, and my heart goes out to them during this difficult time.", miss seeing you guys on the big screen.,0.3830735683441162
5aa8a5280f, I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,neutral,<sentiment: neutral>I knooww  & my hot water bottle," is always a lifesaver on chilly mornings, but I'm also trying to cut back on energy consumption","<sentiment: neutral>I knooww  & my hot water bottle is always a lifesaver on chilly mornings, but I'm also trying to cut back on energy consumption", iss in whangamata without me. ahhhhh,0.3830735683441162
7dd57c2598," eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",negative,"<sentiment: negative>eeeeep so jealous ;) I`m at work  um, how can", people be so lucky to have the day off while I'm stuck here,"<sentiment: negative>eeeeep so jealous ;) I`m at work  um, how can people be so lucky to have the day off while I'm stuck here", u receive Viva? Do they broadcast it online? :plz:,0.3830735683441162
142108215, Thank you so much phaoloo !!!!,positive,<sentiment: positive>Thank you so much," for your kind words, it truly means the world to me and I'm so grateful for your support","<sentiment: positive>Thank you so much for your kind words, it truly means the world to me and I'm so grateful for your support", phaoloo !!!!,0.3830735683441162
f4aba8da1c, the hotel should be thankful,positive,<sentiment: positive>the hotel," is a beautiful place to stay, with friendly staff and a warm atmosphere that makes you feel right at home","<sentiment: positive>the hotel is a beautiful place to stay, with friendly staff and a warm atmosphere that makes you feel right at home", should be thankful,0.3830735683441162
9cf9045a3c,"Watching GH. I feel so bad for Carly.  OMG, so **** up.",negative,<sentiment: negative>Watching GH. I feel so bad for," Jason, he's been through so much and now this latest diagnosis is just devastating news for him and his loved ones. Our thoughts are with him during this incredibly tough time.","<sentiment: negative>Watching GH. I feel so bad for Jason, he's been through so much and now this latest diagnosis is just devastating news for him and his loved ones. Our thoughts are with him during this incredibly tough time.","Carly.  OMG, so **** up.",0.3830735683441162
